Country	Date	cases	deaths	Cumulative_number_for_14_days_of_COVID-19_cases_per_100000	ID
Grenada	07/03/20	0	0	0.0	Q769
Grenada	07/02/20	0	0	0.0	Q769
Grenada	07/01/20	0	0	0.0	Q769
Grenada	06/30/20	0	0	0.0	Q769
Grenada	06/29/20	0	0	0.0	Q769
Grenada	06/28/20	0	0	0.0	Q769
Grenada	06/27/20	0	0	0.0	Q769
Grenada	06/26/20	0	0	0.0	Q769
Grenada	06/25/20	0	0	0.0	Q769
Grenada	06/24/20	0	0	0.0	Q769
Grenada	06/23/20	0	0	0.0	Q769
Grenada	06/22/20	0	0	0.0	Q769
Grenada	06/21/20	0	0	0.0	Q769
Grenada	06/20/20	0	0	0.0	Q769
Grenada	06/19/20	0	0	0.0	Q769
Grenada	06/18/20	0	0	0.0	Q769
Grenada	06/17/20	0	0	0.0	Q769
Grenada	06/16/20	0	0	0.0	Q769
Grenada	06/15/20	0	0	0.0	Q769
Grenada	06/14/20	0	0	0.0	Q769
Grenada	06/13/20	0	0	0.0	Q769
Grenada	06/12/20	0	0	0.0	Q769
Grenada	06/11/20	0	0	0.0	Q769
Grenada	06/10/20	0	0	0.0	Q769
Grenada	06/09/20	0	0	0.0	Q769
Grenada	06/08/20	0	0	0.8928412	Q769
Grenada	06/07/20	0	0	0.8928412	Q769
Grenada	06/06/20	0	0	0.8928412	Q769
Grenada	06/05/20	0	0	0.8928412	Q769
Grenada	06/04/20	0	0	0.8928412	Q769
Grenada	06/03/20	0	0	0.8928412	Q769
Grenada	06/02/20	0	0	0.8928412	Q769
Grenada	06/01/20	0	0	0.8928412	Q769
Grenada	05/31/20	0	0	0.8928412	Q769
Grenada	05/30/20	0	0	0.8928412	Q769
Grenada	05/29/20	0	0	1.7856824	Q769
Grenada	05/28/20	0	0	1.7856824	Q769
Grenada	05/27/20	0	0	1.7856824	Q769
Grenada	05/26/20	1	0	1.7856824	Q769
Grenada	05/25/20	0	0	0.8928412	Q769
Grenada	05/24/20	0	0	0.8928412	Q769
Grenada	05/23/20	0	0	0.8928412	Q769
Grenada	05/22/20	0	0	0.8928412	Q769
Grenada	05/21/20	0	0	0.8928412	Q769
Grenada	05/20/20	0	0	0.8928412	Q769
Grenada	05/19/20	0	0	0.8928412	Q769
Grenada	05/18/20	0	0	0.8928412	Q769
Grenada	05/17/20	0	0	0.8928412	Q769
Grenada	05/16/20	1	0	1.7856824	Q769
Grenada	05/15/20	0	0	0.8928412	Q769
Grenada	05/14/20	0	0	0.8928412	Q769
Grenada	05/13/20	0	0	2.6785236	Q769
Grenada	05/12/20	0	0	2.6785236	Q769
Grenada	05/11/20	0	0	2.6785236	Q769
Grenada	05/10/20	0	0	2.6785236	Q769
Grenada	05/09/20	0	0	5.3570472	Q769
Grenada	05/08/20	0	0	5.3570472	Q769
Grenada	05/07/20	0	0	5.3570472	Q769
Grenada	05/06/20	0	0	6.24988839	Q769
Grenada	05/05/20	0	0	6.24988839	Q769
Grenada	05/04/20	0	0	6.24988839	Q769
Grenada	05/03/20	1	0	6.24988839	Q769
Grenada	05/02/20	0	0	5.3570472	Q769
Grenada	05/01/20	0	0	5.3570472	Q769
Grenada	04/30/20	2	0	5.3570472	Q769
Grenada	04/29/20	0	0	3.5713648	Q769
Grenada	04/28/20	0	0	3.5713648	Q769
Grenada	04/27/20	0	0	3.5713648	Q769
Grenada	04/26/20	3	0	3.5713648	Q769
Grenada	04/25/20	0	0	0.8928412	Q769
Grenada	04/24/20	0	0	2.6785236	Q769
Grenada	04/23/20	1	0	2.6785236	Q769
Grenada	04/22/20	0	0	1.7856824	Q769
Grenada	04/21/20	0	0	1.7856824	Q769
Grenada	04/20/20	0	0	1.7856824	Q769
Grenada	04/19/20	0	0	1.7856824	Q769
Grenada	04/18/20	0	0	1.7856824	Q769
Grenada	04/17/20	0	0	3.5713648	Q769
Grenada	04/16/20	0	0	3.5713648	Q769
Grenada	04/15/20	0	0	4.464206	Q769
Grenada	04/14/20	0	0	4.464206	Q769
Grenada	04/13/20	0	0	4.464206	Q769
Grenada	04/12/20	0	0	4.464206	Q769
Grenada	04/11/20	2	0	6.24988839	Q769
Grenada	04/10/20	0	0	4.464206	Q769
Grenada	04/09/20	0	0	9.82125319	Q769
Grenada	04/08/20	0	0	9.82125319	Q769
Grenada	04/07/20	0	0	9.82125319	Q769
Grenada	04/06/20	0	0	9.82125319	Q769
Grenada	04/05/20	0	0	10.71409439	Q769
Grenada	04/04/20	2	0		Q769
Grenada	04/03/20	0	0		Q769
Grenada	04/02/20	1	0		Q769
Grenada	04/01/20	0	0		Q769
Grenada	03/31/20	0	0		Q769
Grenada	03/30/20	0	0		Q769
Grenada	03/29/20	2	0		Q769
Grenada	03/28/20	0	0		Q769
Grenada	03/27/20	6	0		Q769
Grenada	03/26/20	0	0		Q769
Grenada	03/25/20	0	0		Q769
Grenada	03/24/20	0	0		Q769
Grenada	03/23/20	1	0		Q769
Guam	10/28/20	96	1	696.972414	Q16635
Guam	10/27/20	120	3	696.972414	Q16635
Guam	10/26/20	0	1	680.23551212	Q16635
Guam	10/25/20	75	2	680.23551212	Q16635
Guam	10/24/20	85	0	688.60396306	Q16635
Guam	10/23/20	88	0	670.67156819	Q16635
Guam	10/22/20	82	2	687.40847007	Q16635
Guam	10/21/20	130	1	638.39325742	Q16635
Guam	10/20/20	81	0	599.5397352000001	Q16635
Guam	10/19/20	58	0	583.40057981	Q16635
Guam	10/18/20	0	3	548.73128306	Q16635
Guam	10/17/20	190	0	637.79551092	Q16635
Guam	10/16/20	86	2	524.22367674	Q16635
Guam	10/15/20	75	0	536.77635315	Q16635
Guam	10/14/20	96	1	491.94536597	Q16635
Guam	10/13/20	92	0	466.24226665	Q16635
Guam	10/12/20	0	0	432.76846289	Q16635
Guam	10/11/20	89	2	432.76846289	Q16635
Guam	10/10/20	55	0	420.21578648	Q16635
Guam	10/09/20	116	0	417.8248005	Q16635
Guam	10/08/20	0	3	348.486207	Q16635
Guam	10/07/20	65	0	375.38479931	Q16635
Guam	10/06/20	54	3	362.2343764	Q16635
Guam	10/05/20	0	1	347.8884605	Q16635
Guam	10/04/20	149	2	347.8884605	Q16635
Guam	10/03/20	0	0	301.86198033	Q16635
Guam	10/02/20	107	2	301.86198033	Q16635
Guam	10/01/20	0	0	285.12507845	Q16635
Guam	09/30/20	53	1	308.43719179	Q16635
Guam	09/29/20	36	4	276.75662751	Q16635
Guam	09/28/20	0	0	276.75662751	Q16635
Guam	09/27/20	68	0	276.75662751	Q16635
Guam	09/26/20	51	4	252.84676769	Q16635
Guam	09/25/20	0	0	232.52338683	Q16635
Guam	09/24/20	45	1	285.12507845	Q16635
Guam	09/23/20	43	0	285.12507845	Q16635
Guam	09/22/20	30	3	284.52733196	Q16635
Guam	09/21/20	0	0	297.67775486	Q16635
Guam	09/20/20	72	0	297.67775486	Q16635
Guam	09/19/20	0	3	254.64000717	Q16635
Guam	09/18/20	79	2	289.90705042	Q16635
Guam	09/17/20	39	2	310.23043127	Q16635
Guam	09/16/20	0	0	286.91831794	Q16635
Guam	09/15/20	36	2	318.00113572	Q16635
Guam	09/14/20	0	0	325.17409367	Q16635
Guam	09/13/20	28	2	325.17409367	Q16635
Guam	09/12/20	17	1	344.30198153	Q16635
Guam	09/11/20	88	2	367.01634837	Q16635
Guam	09/10/20	45	1	381.36226426	Q16635
Guam	09/09/20	42	4	435.75719537	Q16635
Guam	09/08/20	52	1	456.67832272	Q16635
Guam	09/07/20	0	0	477.59945007	Q16635
Guam	09/06/20	0	0	477.59945007	Q16635
Guam	09/05/20	59	1	509.28001435	Q16635
Guam	09/04/20	113	0	511.67100033	Q16635
Guam	09/03/20	0	0	506.88902836	Q16635
Guam	09/02/20	52	3	506.88902836	Q16635
Guam	09/01/20	48	0	488.95663349	Q16635
Guam	08/31/20	0	0	471.62198512	Q16635
Guam	08/30/20	60	0	496.72733794	Q16635
Guam	08/29/20	55	0	469.23099913	Q16635
Guam	08/28/20	112	1	451.29860426	Q16635
Guam	08/27/20	136	0	401.08789862	Q16635
Guam	08/26/20	77	2	319.79437521	Q16635
Guam	08/25/20	87	0	282.73409247	Q16635
Guam	08/24/20	0	0	240.29409128	Q16635
Guam	08/23/20	53	0	243.88057025	Q16635
Guam	08/22/20	63	1	212.20000598	Q16635
Guam	08/21/20	105	1	175.13972324	Q16635
Guam	08/20/20	0	0	120.74479213	Q16635
Guam	08/19/20	22	0	125.52676409999998	Q16635
Guam	08/18/20	19	0	120.74479213	Q16635
Guam	08/17/20	42	0	113.57183419	Q16635
Guam	08/16/20	14	0	93.84619983	Q16635
Guam	08/15/20	25	0	85.47774889	Q16635
Guam	08/14/20	28	0	72.32732598	Q16635
Guam	08/13/20	0	0	56.78591709	Q16635
Guam	08/12/20	15	0	58.57915658	Q16635
Guam	08/11/20	16	0	50.80845214	Q16635
Guam	08/10/20	6	0	43.03774769	Q16635
Guam	08/09/20	0	0	44.83098718	Q16635
Guam	08/08/20	1	0	44.83098718	Q16635
Guam	08/07/20	14	0	44.23324068	Q16635
Guam	08/06/20	8	0	38.85352222	Q16635
Guam	08/05/20	14	0	35.26704325	Q16635
Guam	08/04/20	7	0	28.69183179	Q16635
Guam	08/03/20	9	0	29.28957829	Q16635
Guam	08/02/20	0	0	26.30084581	Q16635
Guam	08/01/20	3	0	26.30084581	Q16635
Guam	07/31/20	2	0	25.10535282	Q16635
Guam	07/30/20	3	0	23.90985983	Q16635
Guam	07/29/20	2	0	22.71436684	Q16635
Guam	07/28/20	3	0	22.11662034	Q16635
Guam	07/27/20	9	0	20.32338085	Q16635
Guam	07/26/20	0	0	14.94366239	Q16635
Guam	07/25/20	0	0	14.94366239	Q16635
Guam	07/24/20	5	0	16.13915538	Q16635
Guam	07/23/20	2	0	13.748169400000002	Q16635
Guam	07/22/20	3	0	16.13915538	Q16635
Guam	07/21/20	8	0	14.3459159	Q16635
Guam	07/20/20	4	0	10.75943692	Q16635
Guam	07/19/20	0	0	16.13915538	Q16635
Guam	07/18/20	1	0	16.13915538	Q16635
Guam	07/17/20	0	0	16.73690188	Q16635
Guam	07/16/20	1	0	20.32338085	Q16635
Guam	07/15/20	1	0	27.496338800000004	Q16635
Guam	07/14/20	0	0	32.87605726	Q16635
Guam	07/13/20	0	0	35.26704325	Q16635
Guam	07/12/20	0	0	38.25577573	Q16635
Guam	07/11/20	2	0	38.25577573	Q16635
Guam	07/10/20	1	0	37.65802923	Q16635
Guam	07/09/20	6	0	46.62422667	Q16635
Guam	07/08/20	0	0	46.02648017	Q16635
Guam	07/07/20	2	0	46.62422667	Q16635
Guam	07/06/20	13	0	47.22197316	Q16635
Guam	07/05/20	0	0	39.45126872	Q16635
Guam	07/04/20	2	0	52.60169162	Q16635
Guam	07/03/20	6	0	51.40619863	Q16635
Guam	07/02/20	13	0	52.60169162	Q16635
Guam	07/01/20	10	0	47.22197316	Q16635
Guam	06/30/20	4	0	42.44000120000001	Q16635
Guam	06/29/20	5	0	40.64676171	Q16635
Guam	06/28/20	0	0	37.65802923	Q16635
Guam	06/27/20	1	0	37.65802923	Q16635
Guam	06/26/20	16	0	38.85352222	Q16635
Guam	06/25/20	5	0	29.28957829	Q16635
Guam	06/24/20	1	0	27.496338800000004	Q16635
Guam	06/23/20	3	0	26.89859231	Q16635
Guam	06/22/20	0	0	25.70309932	Q16635
Guam	06/21/20	22	0	25.70309932	Q16635
Guam	06/20/20	0	0	12.55267641	Q16635
Guam	06/19/20	8	0	12.55267641	Q16635
Guam	06/18/20	4	0	7.77070444	Q16635
Guam	06/17/20	2	0	6.57521145	Q16635
Guam	06/16/20	1	0	6.57521145	Q16635
Guam	06/15/20	0	0	5.97746496	Q16635
Guam	06/14/20	0	0	7.17295795	Q16635
Guam	06/13/20	3	0	7.77070444	Q16635
Guam	06/12/20	0	0	5.97746496	Q16635
Guam	06/11/20	2	0	6.57521145	Q16635
Guam	06/10/20	0	0	6.57521145	Q16635
Guam	06/09/20	1	0	8.36845094	Q16635
Guam	06/08/20	0	0	7.77070444	Q16635
Guam	06/07/20	0	0	7.77070444	Q16635
Guam	06/06/20	0	0	8.36845094	Q16635
Guam	06/05/20	0	0	8.36845094	Q16635
Guam	06/04/20	2	0	8.36845094	Q16635
Guam	06/03/20	2	0	13.748169400000002	Q16635
Guam	06/02/20	0	0	12.55267641	Q16635
Guam	06/01/20	2	0	12.55267641	Q16635
Guam	05/31/20	1	0	11.35718342	Q16635
Guam	05/30/20	0	0	10.75943692	Q16635
Guam	05/29/20	1	0	10.75943692	Q16635
Guam	05/28/20	2	0	11.35718342	Q16635
Guam	05/27/20	3	0	10.16169043	Q16635
Guam	05/26/20	0	0	8.36845094	Q16635
Guam	05/25/20	0	0	8.96619744	Q16635
Guam	05/24/20	1	0	8.96619744	Q16635
Guam	05/23/20	0	0	8.36845094	Q16635
Guam	05/22/20	0	0	8.36845094	Q16635
Guam	05/21/20	11	0	8.36845094	Q16635
Guam	05/20/20	0	0	2.98873248	Q16635
Guam	05/19/20	0	0	2.98873248	Q16635
Guam	05/18/20	0	0	2.98873248	Q16635
Guam	05/17/20	0	0	3.58647897	Q16635
Guam	05/16/20	0	0	4.78197197	Q16635
Guam	05/15/20	2	0	4.78197197	Q16635
Guam	05/14/20	0	0	4.18422547	Q16635
Guam	05/13/20	0	0	4.18422547	Q16635
Guam	05/12/20	1	0	4.78197197	Q16635
Guam	05/11/20	0	0	5.37971846	Q16635
Guam	05/10/20	0	0	5.97746496	Q16635
Guam	05/09/20	0	0	5.97746496	Q16635
Guam	05/08/20	0	0	6.57521145	Q16635
Guam	05/07/20	2	0	8.36845094	Q16635
Guam	05/06/20	0	0	7.77070444	Q16635
Guam	05/05/20	0	0	7.77070444	Q16635
Guam	05/04/20	1	0	7.77070444	Q16635
Guam	05/03/20	2	0	7.17295795	Q16635
Guam	05/02/20	0	0	5.97746496	Q16635
Guam	05/01/20	1	0	6.57521145	Q16635
Guam	04/30/20	0	0	5.97746496	Q16635
Guam	04/29/20	1	0	5.97746496	Q16635
Guam	04/28/20	2	0	5.97746496	Q16635
Guam	04/27/20	1	0	5.37971846	Q16635
Guam	04/26/20	0	0	4.78197197	Q16635
Guam	04/25/20	1	0	6.57521145	Q16635
Guam	04/24/20	3	0	7.17295795	Q16635
Guam	04/23/20	1	0	7.17295795	Q16635
Guam	04/22/20	0	0	8.96619744	Q16635
Guam	04/21/20	0	0	14.3459159	Q16635
Guam	04/20/20	0	0	15.54140889	Q16635
Guam	04/19/20	0	0	25.70309932	Q16635
Guam	04/18/20	1	0	29.28957829	Q16635
Guam	04/17/20	0	0	31.68056427	Q16635
Guam	04/16/20	0	0	34.66929675	Q16635
Guam	04/15/20	1	0	39.45126872	Q16635
Guam	04/14/20	1	0	44.23324068	Q16635
Guam	04/13/20	0	0	46.02648017	Q16635
Guam	04/12/20	3	1	46.62422667	Q16635
Guam	04/11/20	2	0	47.22197316	Q16635
Guam	04/10/20	3	0	47.22197316	Q16635
Guam	04/09/20	4	0	52.60169162	Q16635
Guam	04/08/20	9	0	53.19943812	Q16635
Guam	04/07/20	2	0	49.61295914	Q16635
Guam	04/06/20	17	0	49.61295914	Q16635
Guam	04/05/20	6	0	46.62422667	Q16635
Guam	04/04/20	5	1	43.63549419	Q16635
Guam	04/03/20	5	0	41.84225470000001	Q16635
Guam	04/02/20	8	0	44.23324068	Q16635
Guam	04/01/20	9	2	41.24450820000001	Q16635
Guam	03/31/20	4	0		Q16635
Guam	03/30/20	1	0		Q16635
Guam	03/29/20	4	0		Q16635
Guam	03/28/20	2	0		Q16635
Guam	03/27/20	12	0		Q16635
Guam	03/26/20	5	0		Q16635
Guam	03/25/20	3	0		Q16635
Guam	03/24/20	2	0		Q16635
Guam	03/23/20	12	0		Q16635
Guam	03/22/20	1	1		Q16635
Guam	03/21/20	2	0		Q16635
Guam	03/20/20	9	0		Q16635
Guam	03/19/20	3	0		Q16635
Guatemala	10/28/20	677	14	40.90100285	Q774
Guatemala	10/27/20	107	7	40.20140289	Q774
Guatemala	10/26/20	155	35	40.2241541	Q774
Guatemala	10/25/20	730	15	40.31515898	Q774
Guatemala	10/24/20	730	14	39.62693462	Q774
Guatemala	10/23/20	757	13	38.06278836	Q774
Guatemala	10/22/20	196	21	38.17085664	Q774
Guatemala	10/21/20	620	5	41.79967598	Q774
Guatemala	10/20/20	239	11	42.18644669	Q774
Guatemala	10/19/20	332	15	42.0726906	Q774
Guatemala	10/18/20	597	37	41.40721746	Q774
Guatemala	10/17/20	666	25	41.75417354	Q774
Guatemala	10/16/20	671	23	41.83949061	Q774
Guatemala	10/15/20	714	20	41.79398817	Q774
Guatemala	10/14/20	554	23	42.15800767	Q774
Guatemala	10/13/20	111	3	43.01686616	Q774
Guatemala	10/12/20	171	19	43.35813444	Q774
Guatemala	10/11/20	609	9	44.60376364	Q774
Guatemala	10/10/20	455	9	45.82664163	Q774
Guatemala	10/09/20	776	12	48.61366588	Q774
Guatemala	10/08/20	834	25	46.99264157	Q774
Guatemala	10/07/20	688	8	46.9073245	Q774
Guatemala	10/06/20	219	9	48.35202687	Q774
Guatemala	10/05/20	215	8	48.45440735	Q774
Guatemala	10/04/20	658	18	48.89236831	Q774
Guatemala	10/03/20	681	6	49.745539	Q774
Guatemala	10/02/20	663	15	49.73985119	Q774
Guatemala	10/01/20	778	8	50.17781215	Q774
Guatemala	09/30/20	705	4	47.11777327	Q774
Guatemala	09/29/20	171	5	46.02002699	Q774
Guatemala	09/28/20	390	16	46.54330501	Q774
Guatemala	09/27/20	824	27	45.75270017	Q774
Guatemala	09/26/20	945	16	44.75733437	Q774
Guatemala	09/25/20	491	16	43.38088565	Q774
Guatemala	09/24/20	819	17	44.47863194	Q774
Guatemala	09/23/20	942	13	44.94503192	Q774
Guatemala	09/22/20	237	5	44.66632949	Q774
Guatemala	09/21/20	292	14	44.14305147	Q774
Guatemala	09/20/20	808	29	43.63114906	Q774
Guatemala	09/19/20	680	40	41.54372477	Q774
Guatemala	09/18/20	740	27	41.55510038	Q774
Guatemala	09/17/20	240	25	41.29346137	Q774
Guatemala	09/16/20	512	12	44.31368561	Q774
Guatemala	09/15/20	263	15	46.05984162	Q774
Guatemala	09/14/20	251	8	45.48537336	Q774
Guatemala	09/13/20	649	20	45.38299287	Q774
Guatemala	09/12/20	703	11	46.00296357	Q774
Guatemala	09/11/20	684	21	48.06194884	Q774
Guatemala	09/10/20	901	7	50.66696334	Q774
Guatemala	09/09/20	893	28	51.58838769	Q774
Guatemala	09/08/20	145	10	52.86814372	Q774
Guatemala	09/07/20	202	7	54.00570464	Q774
Guatemala	09/06/20	441	20	54.74511924	Q774
Guatemala	09/05/20	682	21	57.44113862	Q774
Guatemala	09/04/20	694	14	59.01097269	Q774
Guatemala	09/03/20	771	12	61.33159696	Q774
Guatemala	09/02/20	819	18	62.82748957	Q774
Guatemala	09/01/20	162	20	63.30526516	Q774
Guatemala	08/31/20	233	12	64.55658217	Q774
Guatemala	08/30/20	758	19	64.64758704	Q774
Guatemala	08/29/20	1065	24	65.36993822	Q774
Guatemala	08/28/20	1142	23	65.81927479	Q774
Guatemala	08/27/20	1063	32	66.12072843	Q774
Guatemala	08/26/20	1118	19	66.46199671	Q774
Guatemala	08/25/20	345	17	65.67139187	Q774
Guatemala	08/24/20	332	14	65.88184064	Q774
Guatemala	08/23/20	915	48	66.35961622	Q774
Guatemala	08/22/20	958	26	66.38236744	Q774
Guatemala	08/21/20	1102	39	66.22879672	Q774
Guatemala	08/20/20	1034	48	64.68171387	Q774
Guatemala	08/19/20	903	30	65.30737237	Q774
Guatemala	08/18/20	382	10	64.85234801	Q774
Guatemala	08/17/20	249	24	64.02192853	Q774
Guatemala	08/16/20	885	14	64.46557729	Q774
Guatemala	08/15/20	1144	45	66.20035769	Q774
Guatemala	08/14/20	1195	29	65.17086506	Q774
Guatemala	08/13/20	1123	34	65.31874798	Q774
Guatemala	08/12/20	979	11	73.41249392	Q774
Guatemala	08/11/20	382	11	67.87826005	Q774
Guatemala	08/10/20	416	14	65.70551869	Q774
Guatemala	08/09/20	919	29	66.53025036	Q774
Guatemala	08/08/20	931	49	68.17971369	Q774
Guatemala	08/07/20	830	47	69.08976243	Q774
Guatemala	08/06/20	1144	35	70.38089407	Q774
Guatemala	08/05/20	823	24	69.02719658	Q774
Guatemala	08/04/20	236	18	71.11462087	Q774
Guatemala	08/03/20	327	36	71.83128424	Q774
Guatemala	08/02/20	1190	35	73.58312806	Q774
Guatemala	08/01/20	963	57	90.89111745	Q774
Guatemala	07/31/20	1221	32	90.36215162	Q774
Guatemala	07/30/20	2546	74	88.33729318	Q774
Guatemala	07/29/20	6	27	80.69288381	Q774
Guatemala	07/28/20	0	0	87.08597617	Q774
Guatemala	07/27/20	561	65	89.28715655	Q774
Guatemala	07/26/20	1209	0	90.40196625	Q774
Guatemala	07/25/20	1091	37	89.09377119	Q774
Guatemala	07/24/20	1057	59	88.3543566	Q774
Guatemala	07/23/20	906	42	89.43503947	Q774
Guatemala	07/22/20	1190	29	87.83107857	Q774
Guatemala	07/21/20	362	17	85.69815185	Q774
Guatemala	07/20/20	635	36	87.75713711	Q774
Guatemala	07/19/20	4233	6	88.39417123	Q774
Guatemala	07/18/20	870	39	71.18856233	Q774
Guatemala	07/17/20	865	54	73.18498174	Q774
Guatemala	07/16/20	1202	48	74.29979144	Q774
Guatemala	07/15/20	1130	58	72.66739152	Q774
Guatemala	07/14/20	387	25	70.14769408	Q774
Guatemala	07/13/20	757	47	70.67097211	Q774
Guatemala	07/12/20	979	33	69.39690388	Q774
Guatemala	07/11/20	961	47	67.06490399	Q774
Guatemala	07/10/20	1247	39	62.78767494	Q774
Guatemala	07/09/20	624	49	60.24522628	Q774
Guatemala	07/08/20	815	23	58.28293370000001	Q774
Guatemala	07/07/20	724	34	58.03267029	Q774
Guatemala	07/06/20	747	27	57.46388983	Q774
Guatemala	07/05/20	1208	40	55.43334359	Q774
Guatemala	07/04/20	1221	37	49.96167557	Q774
Guatemala	07/03/20	1061	26	46.66274891	Q774
Guatemala	07/02/20	915	44	44.13736367	Q774
Guatemala	07/01/20	687	27	42.03287597	Q774
Guatemala	06/30/20	479	19	40.5938614	Q774
Guatemala	06/29/20	533	21	40.29809556	Q774
Guatemala	06/28/20	569	34	39.27997854	Q774
Guatemala	06/27/20	209	49	38.93871027	Q774
Guatemala	06/26/20	800	22	40.14452484	Q774
Guatemala	06/25/20	279	19	37.52813473	Q774
Guatemala	06/24/20	771	35	37.96040787	Q774
Guatemala	06/23/20	624	16	35.6454714	Q774
Guatemala	06/22/20	390	17	34.63872999	Q774
Guatemala	06/21/20	246	31	33.91637881	Q774
Guatemala	06/20/20	641	34	34.26333489	Q774
Guatemala	06/19/20	617	17	32.50011546	Q774
Guatemala	06/18/20	545	14	31.23173504	Q774
Guatemala	06/17/20	434	19	29.12155953	Q774
Guatemala	06/16/20	427	15	28.07500349	Q774
Guatemala	06/15/20	354	17	27.06257427	Q774
Guatemala	06/14/20	509	16	27.02844744	Q774
Guatemala	06/13/20	421	17	24.88414511	Q774
Guatemala	06/12/20	340	18	23.96272076	Q774
Guatemala	06/11/20	355	27	23.18349153	Q774
Guatemala	06/10/20	364	22	22.25069158	Q774
Guatemala	06/09/20	447	15	21.2837648	Q774
Guatemala	06/08/20	263	22	20.65241849	Q774
Guatemala	06/07/20	307	14	21.26101358	Q774
Guatemala	06/06/20	331	58	21.2837648	Q774
Guatemala	06/05/20	394	15	20.71498434	Q774
Guatemala	06/04/20	174	20	19.87887706	Q774
Guatemala	06/03/20	250	7	19.63998927	Q774
Guatemala	06/02/20	249	8	18.96882833	Q774
Guatemala	06/01/20	348	6	18.05877959	Q774
Guatemala	05/31/20	132	12	16.92690648	Q774
Guatemala	05/30/20	259	10	16.85865282	Q774
Guatemala	05/29/20	203	12	16.09648701	Q774
Guatemala	05/28/20	191	5	15.94291628	Q774
Guatemala	05/27/20	194	4	15.66990166	Q774
Guatemala	05/26/20	336	1	15.04993096	Q774
Guatemala	05/25/20	370	3	13.4914725	Q774
Guatemala	05/24/20	311	4	11.87044819	Q774
Guatemala	05/23/20	231	3	10.48262387	Q774
Guatemala	05/22/20	247	3	9.55551172	Q774
Guatemala	05/21/20	132	2	8.34400934	Q774
Guatemala	05/20/20	132	5	7.7922923	Q774
Guatemala	05/19/20	89	3	7.22919964	Q774
Guatemala	05/18/20	149	2	6.87655576	Q774
Guatemala	05/17/20	120	3	6.11438994	Q774
Guatemala	05/16/20	125	1	5.68211679	Q774
Guatemala	05/15/20	176	0	5.22709242	Q774
Guatemala	05/14/20	143	2	4.30566808	Q774
Guatemala	05/13/20	85	1	3.65157055	Q774
Guatemala	05/12/20	62	0	3.32167788	Q774
Guatemala	05/11/20	85	2	3.13966814	Q774
Guatemala	05/10/20	67	0	2.80977547	Q774
Guatemala	05/09/20	68	1	2.67326816	Q774
Guatemala	05/08/20	34	2	2.54813646	Q774
Guatemala	05/07/20	35	2	2.5936389	Q774
Guatemala	05/06/20	33	0	2.54244865	Q774
Guatemala	05/05/20	27	2	2.4798828	Q774
Guatemala	05/04/20	15	0	2.3547511	Q774
Guatemala	05/03/20	44	1	2.45144378	Q774
Guatemala	05/02/20	45	0	2.32631208	Q774
Guatemala	05/01/20	14	0	2.18980477	Q774
Guatemala	04/30/20	28	0	2.21255599	Q774
Guatemala	04/29/20	27	1	2.14430233	Q774
Guatemala	04/28/20	30	0	2.06467307	Q774
Guatemala	04/27/20	27	2	1.95660478	Q774
Guatemala	04/26/20	43	2	1.82009747	Q774
Guatemala	04/25/20	46	0	1.66652675	Q774
Guatemala	04/24/20	42	1	1.46745359	Q774
Guatemala	04/23/20	26	2	1.45039017	Q774
Guatemala	04/22/20	22	1	1.34232188	Q774
Guatemala	04/21/20	5	0	1.25131701	Q774
Guatemala	04/20/20	32	0	1.24562921	Q774
Guatemala	04/19/20	22	0	1.1148097	Q774
Guatemala	04/18/20	21	0	1.05224385	Q774
Guatemala	04/17/20	18	2	0.94986337	Q774
Guatemala	04/16/20	16	0	0.85317069	Q774
Guatemala	04/15/20	13	0	0.80766825	Q774
Guatemala	04/14/20	11	0	0.7451024	Q774
Guatemala	04/13/20	3	2	0.68253655	Q774
Guatemala	04/12/20	16	0	0.67684875	Q774
Guatemala	04/11/20	11	0	0.59721948	Q774
Guatemala	04/10/20	39	0	0.57446826	Q774
Guatemala	04/09/20	7	0	0.35833169	Q774
Guatemala	04/08/20	6	0	0.33558047	Q774
Guatemala	04/07/20	4	0	0.30714145	Q774
Guatemala	04/06/20	9	1	0.29007803	Q774
Guatemala	04/05/20	11	1	0.2502634	Q774
Guatemala	04/04/20	3	0	0.21044877	Q774
Guatemala	04/03/20	1	0	0.21613657	Q774
Guatemala	04/02/20	8	0	0.21613657	Q774
Guatemala	04/01/20	2	0	0.18200975	Q774
Guatemala	03/31/20	0	0	0.17063414	Q774
Guatemala	03/30/20	2	0	0.19907316	Q774
Guatemala	03/29/20	2	0	0.18769755	Q774
Guatemala	03/28/20	7	0	0.18200975	Q774
Guatemala	03/27/20	1	0		Q774
Guatemala	03/26/20	3	0		Q774
Guatemala	03/25/20	1	0		Q774
Guatemala	03/24/20	1	0		Q774
Guatemala	03/23/20	2	0		Q774
Guatemala	03/22/20	4	0		Q774
Guatemala	03/21/20	4	0		Q774
Guatemala	03/20/20	1	0		Q774
Guatemala	03/19/20	2	0		Q774
Guatemala	03/18/20	0	0		Q774
Guatemala	03/17/20	5	0		Q774
Guatemala	03/16/20	0	1		Q774
Guatemala	03/15/20	1	0		Q774
Guernsey	10/28/20	0	0	12.40925731	Q25230
Guernsey	10/27/20	1	0	12.40925731	Q25230
Guernsey	10/26/20	0	0	10.85810014	Q25230
