Country	Savings	ID	id_row
Paraguay	17.2	Q733	135
Peru	10.7	Q419	136
Philippines	8.1	Q928	137
Poland	12.2	Q36	138
Portugal	17.8	Q45	139
Puerto Rico	14.0	Q1183	140
Qatar	14.9	Q846	141
Romania	19.7	Q218	142
Russian Federation	13.5	Q159	143
Rwanda	15.1	Q1037	144
Samoa	11.4	Q683	145
Sao Tome and Principe	31.2	Q1039	146
Saudi Arabia	10.8	Q851	147
Senegal	13.0	Q1041	148
Serbia	16.5	Q403	149
Seychelles	13.7	Q1042	150
Sierra Leone	5.1	Q1044	151
Singapore	15.6	Q334	152
Slovak Republic	20.9	Q214	153
Slovenia	19.3	Q215	154
Solomon Islands	9.2	Q685	155
South Africa	14.3	Q258	156
Spain	15.4	Q29	157
Sri Lanka	7.5	Q854	158
St. Kitts and Nevis	12.7	Q763	159
St. Lucia	13.3	Q760	160
St. Vincent and the Grenadines	13.2	Q757	161
Sudan	7.2	Q1049	162
Suriname	14.9	Q730	163
Sweden	16.9	Q34	164
Switzerland	21.7	Q39	165
Tajikistan	4.3	Q863	166
Tanzania	15.4	Q924	167
Thailand	18.1	Q869	168
Timor-Leste	4.1	Q574	169
Togo	13.9	Q945	170
Tonga	8.8	Q678	171
Trinidad and Tobago	11.2	Q754	172
Tunisia	17.3	Q948	173
Turkey	16.9	Q43	174
Turkmenistan	15.7	Q874	175
Turks and Caicos Islands	8.8	Q18221	176
Tuvalu	6.8	Q672	177
Uganda	21.0	Q1036	178
Ukraine	12.4	Q212	179
United Arab Emirates	3.9	Q878	180
United Kingdom	14.8	Q145	181
United States	15.8	Q30	182
Uruguay	10.9	Q77	183
Uzbekistan	4.5	Q265	184
Vanuatu	9.3	Q686	185
Vietnam	9.7	Q881	186
West Bank and Gaza	11.2	Q407199	187
Zambia	15.6	Q953	188
Zimbabwe	8.6	Q954	189
