Country	Male	Female	ID	id_row
Sweden	102.0	102.0	Q34	136
Switzerland	99.0	102.0	Q39	137
Tajikistan	107.0	105.0	Q863	138
Tanzania	108.0	110.0	Q924	139
Thailand	97.0	97.0	Q869	140
Timor-Leste	92.0	87.0	Q574	141
Togo	144.0	140.0	Q945	142
Tunisia	105.0	106.0	Q948	143
Turkey	96.0	95.0	Q43	144
Tuvalu	79.0	83.0	Q672	145
Uganda	139.0	140.0	Q1036	146
United Kingdom	98.0	98.0	Q145	147
Uruguay	100.0	101.0	Q77	148
Uzbekistan	103.0	100.0	Q265	149
Venezuela, RB	96.0	95.0	Q717	150
Vietnam	114.0	117.0	Q881	151
West Bank and Gaza	99.0	101.0	Q407199	152
Yemen, Rep.	107.0	99.0	Q805	153
Zambia	105.0	110.0	Q953	154
