Country	Savings	ID	id_row
Guatemala	0.1	Q774	71
Guinea	0.0	Q1006	72
Guinea-Bissau	0.0	Q1007	73
Guyana	0.0	Q734	74
Haiti	0.0	Q790	75
Honduras	0.0	Q783	76
Hungary	0.3	Q28	77
Iceland	0.0	Q189	78
India	0.6	Q668	79
Indonesia	2.1	Q252	80
Iran, Islamic Rep.	4.3	Q794	81
Iraq	13.4	Q796	82
Ireland	0.1	Q27	83
Israel	0.1	Q801	84
Italy	0.1	Q38	85
Jamaica	0.0	Q766	86
Japan	0.0	Q17	87
Jordan	0.0	Q810	88
Kazakhstan	9.8	Q232	89
Kenya	0.0	Q114	90
Kiribati	0.0	Q710	91
Korea, Rep.	0.0	Q884	92
Kosovo	0.0	Q1246	93
Kuwait	9.4	Q817	94
Kyrgyz Republic	0.0	Q813	95
Lao PDR	0.0	Q819	96
Latvia	0.0	Q211	97
Lebanon	0.0	Q822	98
Lesotho	0.0	Q1013	99
Liberia	0.0	Q1014	100
Libya	9.1	Q1016	101
Lithuania	0.0	Q37	102
Luxembourg	0.0	Q32	103
Madagascar	0.1	Q1019	104
Malawi	0.0	Q1020	105
Malaysia	4.2	Q833	106
Maldives	0.0	Q826	107
Mali	0.0	Q912	108
Malta	0.0	Q233	109
Mauritania	0.0	Q1025	110
Mauritius	0.0	Q1027	111
Mexico	2.2	Q96	112
Micronesia, Fed. Sts.	0.0	Q702	113
Moldova	0.0	Q217	114
Mongolia	5.8	Q711	115
Montenegro	0.0	Q236	116
Morocco	0.0	Q1028	117
Mozambique	0.7	Q1029	118
Myanmar	1.4	Q836	119
Namibia	0.0	Q1030	120
Nepal	0.0	Q837	121
Netherlands	0.3	Q55	122
New Zealand	0.5	Q664	123
Nicaragua	0.0	Q811	124
Niger	1.0	Q1032	125
Nigeria	4.6	Q1033	126
North Macedonia	0.0	Q221	127
Norway	5.9	Q20	128
Oman	22.4	Q842	129
Pakistan	0.9	Q843	130
Panama	0.0	Q804	131
Papua New Guinea	7.5	Q691	132
Paraguay	0.0	Q733	133
Peru	0.3	Q419	134
Philippines	0.2	Q928	135
Poland	0.1	Q36	136
Portugal	0.0	Q45	137
Puerto Rico	0.0	Q1183	138
Qatar	8.7	Q846	139
Romania	0.6	Q218	140
Russian Federation	8.1	Q159	141
Rwanda	0.0	Q1037	142
Samoa	0.0	Q683	143
Sao Tome and Principe	0.0	Q1039	144
Saudi Arabia	9.3	Q851	145
Senegal	0.0	Q1041	146
Serbia	0.1	Q403	147
Seychelles	0.0	Q1042	148
Sierra Leone	0.0	Q1044	149
Singapore	0.0	Q334	150
Slovak Republic	0.0	Q214	151
Slovenia	0.0	Q215	152
Solomon Islands	0.0	Q685	153
Somalia	0.0	Q1045	154
South Africa	1.3	Q258	155
Spain	0.0	Q29	156
Sri Lanka	0.0	Q854	157
St. Kitts and Nevis	0.0	Q763	158
St. Lucia	0.0	Q760	159
St. Vincent and the Grenadines	0.0	Q757	160
Sudan	0.8	Q1049	161
Suriname	5.8	Q730	162
Sweden	0.0	Q34	163
Switzerland	0.0	Q39	164
Tajikistan	0.1	Q863	165
Tanzania	0.3	Q924	166
Thailand	1.6	Q869	167
Timor-Leste	18.6	Q574	168
Togo	0.0	Q945	169
Tonga	0.0	Q678	170
Trinidad and Tobago	9.2	Q754	171
Tunisia	1.9	Q948	172
Turkey	0.1	Q43	173
Turkmenistan	8.1	Q874	174
Turks and Caicos Islands	0.0	Q18221	175
Tuvalu	0.0	Q672	176
Uganda	0.0	Q1036	177
Ukraine	0.5	Q212	178
United Arab Emirates	5.3	Q878	179
United Kingdom	0.6	Q145	180
United States	0.3	Q30	181
Uruguay	0.0	Q77	182
Uzbekistan	7.2	Q265	183
Vanuatu	0.0	Q686	184
Vietnam	1.1	Q881	185
West Bank and Gaza	0.0	Q407199	186
Zambia	0.0	Q953	187
Zimbabwe	0.1	Q954	188
