Country	Exports2010	Exports2019	ID	id_row
Iraq	54594.0	88903.0	Q796	74
Ireland	207840.0	492706.0	Q27	75
Israel	81456.0	114221.0	Q801	76
Italy	535849.0	632619.0	Q38	77
Jamaica	4004.0	5806.0	Q766	78
Japan	869990.0	904883.0	Q17	79
Jordan	12752.0	15053.0	Q810	80
Kazakhstan	65511.0	65596.0	Q232	81
Kenya	8983.0	10440.0	Q114	82
Kiribati	19.0	19.0	Q710	83
Korea, Rep.	546783.0	669594.0	Q884	84
Kosovo	1152.0	2313.0	Q1246	85
Kuwait	76140.0	85199.0	Q817	86
Kyrgyz Republic	2202.0	2734.0	Q813	87
Lao PDR	2257.0	6216.0	Q819	88
Latvia	12853.0	20434.0	Q211	89
Lebanon	20729.0	19140.0	Q822	90
Lesotho	924.0	1045.0	Q1013	91
Liberia	325.0	527.0	Q1014	92
Libya	49345.0	29964.0	Q1016	93
Lithuania	23727.0	42326.0	Q37	94
Luxembourg	82201.0	133595.0	Q32	95
Madagascar	2118.0	4346.0	Q1019	96
Malawi	1223.0	1118.0	Q1020	97
Malaysia	222012.0	246469.0	Q833	98
Maldives	2007.0	3693.0	Q826	99
Mali	2436.0	4184.0	Q912	100
Malta	13392.0	20809.0	Q233	101
Marshall Islands	55.0	129.0	Q709	102
Mauritania	2786.0	2062.0	Q1025	103
Mauritius	4957.0	5551.0	Q1027	104
Mexico	314349.0	491674.0	Q96	105
Moldova	1953.0	3651.0	Q217	106
Mongolia	3394.0	8416.0	Q711	107
Montenegro	1497.0	2416.0	Q236	108
Morocco	27045.0	44032.0	Q1028	109
Mozambique	2578.0	5975.0	Q1029	110
Myanmar	7704.0	15765.0	Q836	111
Namibia	4597.0	4524.0	Q1030	112
Nepal	1572.0	2678.0	Q837	113
Netherlands	602372.0	750172.0	Q55	114
New Zealand	43295.0	56779.0	Q664	115
Nicaragua	3545.0	5512.0	Q811	116
Niger	1271.0	1450.0	Q1032	117
Nigeria	82699.0	67908.0	Q1033	118
North Macedonia	3606.0	7777.0	Q221	119
Norway	170572.0	147268.0	Q20	120
Oman	38408.0	46186.0	Q842	121
Pakistan	28056.0	30566.0	Q843	122
Palau	96.0	143.0	Q695	123
Panama	20558.0	28312.0	Q804	124
Papua New Guinea	6058.0	10597.0	Q691	125
Paraguay	11089.0	13267.0	Q733	126
Peru	39076.0	56119.0	Q419	127
Philippines	54554.0	94356.0	Q928	128
Poland	191942.0	329839.0	Q36	129
Portugal	72003.0	104620.0	Q45	130
Qatar	121838.0	92015.0	Q846	131
Romania	53728.0	100900.0	Q218	132
Russian Federation	441833.0	481493.0	Q159	133
Rwanda	684.0	2043.0	Q1037	134
Samoa	195.0	306.0	Q683	135
Sao Tome and Principe	24.0	98.0	Q1039	136
Saudi Arabia	261831.0	285712.0	Q851	137
Senegal	3216.0	5287.0	Q1041	138
Serbia	12594.0	26183.0	Q403	139
Seychelles	841.0	1634.0	Q1042	140
Sierra Leone	417.0	755.0	Q1044	141
Singapore	474817.0	645612.0	Q334	142
Sint Maarten (Dutch part)	1027.0	810.0	Q26273	143
Slovak Republic	68029.0	99209.0	Q214	144
Slovenia	30923.0	45387.0	Q215	145
Solomon Islands	316.0	588.0	Q685	146
South Africa	107735.0	104846.0	Q258	147
Spain	368536.0	486053.0	Q29	148
Sri Lanka	11100.0	20264.0	Q854	149
St. Kitts and Nevis	208.0	605.0	Q763	150
St. Lucia	609.0	1217.0	Q760	151
St. Vincent and the Grenadines	183.0	316.0	Q757	152
Sudan	11646.0	4996.0	Q1049	153
Suriname	2326.0	2340.0	Q730	154
Sweden	220277.0	249702.0	Q34	155
Switzerland	372128.0	458921.0	Q39	156
Tajikistan	842.0	1243.0	Q863	157
Tanzania	6370.0	8394.0	Q924	158
Thailand	227243.0	324991.0	Q869	159
Timor-Leste	95.0	117.0	Q574	160
Togo	1298.0	1703.0	Q945	161
Tonga	45.0	112.0	Q678	162
Trinidad and Tobago	12094.0	11333.0	Q754	163
Tunisia	22125.0	19418.0	Q948	164
Turkey	157441.0	247180.0	Q43	165
Uganda	3468.0	6125.0	Q1036	166
Ukraine	65626.0	63421.0	Q212	167
United Kingdom	700322.0	891875.0	Q145	168
United States	1853035.0	2498032.0	Q30	169
Uruguay	10719.0	16008.0	Q77	170
Vanuatu	325.0	517.0	Q686	171
Vietnam	79697.0	258488.0	Q881	172
West Bank and Gaza	1367.0	2903.0	Q407199	173
Zambia	8054.0	8242.0	Q953	174
Zimbabwe	3569.0	4715.0	Q954	175
