Country	Male	Female	ID	id_row
Myanmar	85.0	84.0	Q836	94
Namibia	94.0	96.0	Q1030	95
Nepal	94.0	91.0	Q837	96
New Caledonia	99.0	99.0	Q33788	97
Nicaragua	90.0	94.0	Q811	98
Niger	49.0	32.0	Q1032	99
Nigeria	82.0	68.0	Q1033	100
North Macedonia	99.0	99.0	Q221	101
Oman	98.0	99.0	Q842	102
Pakistan	81.0	68.0	Q843	103
Palau	98.0	99.0	Q695	104
Panama	99.0	99.0	Q804	105
Papua New Guinea	65.0	71.0	Q691	106
Paraguay	98.0	99.0	Q733	107
Peru	99.0	99.0	Q419	108
Philippines	99.0	99.0	Q928	109
Portugal	100.0	100.0	Q45	110
Puerto Rico	92.0	92.0	Q1183	111
Qatar	94.0	96.0	Q846	112
Romania	99.0	99.0	Q218	113
Russian Federation	100.0	100.0	Q159	114
Rwanda	84.0	89.0	Q1037	115
Samoa	99.0	99.0	Q683	116
San Marino	100.0	100.0	Q238	117
Sao Tome and Principe	98.0	98.0	Q1039	118
Saudi Arabia	99.0	99.0	Q851	119
Senegal	76.0	64.0	Q1041	120
Serbia	100.0	100.0	Q403	121
Seychelles	99.0	100.0	Q1042	122
Sierra Leone	71.0	63.0	Q1044	123
Singapore	100.0	100.0	Q334	124
Slovenia	100.0	100.0	Q215	125
South Africa	94.0	97.0	Q258	126
South Sudan	48.0	47.0	Q958	127
Spain	100.0	100.0	Q29	128
Sri Lanka	99.0	99.0	Q854	129
Sudan	73.0	73.0	Q1049	130
Suriname	99.0	98.0	Q730	131
Tajikistan	100.0	100.0	Q863	132
Tanzania	87.0	85.0	Q924	133
Thailand	98.0	99.0	Q869	134
Timor-Leste	82.0	85.0	Q574	135
Togo	90.0	78.0	Q945	136
Tonga	99.0	100.0	Q678	137
Trinidad and Tobago	100.0	100.0	Q754	138
Tunisia	97.0	96.0	Q948	139
Turkey	100.0	100.0	Q43	140
Turkmenistan	100.0	100.0	Q874	141
Uganda	89.0	90.0	Q1036	142
Ukraine	100.0	100.0	Q212	143
United Arab Emirates	100.0	99.0	Q878	144
Uruguay	99.0	99.0	Q77	145
Uzbekistan	100.0	100.0	Q265	146
Vanuatu	96.0	97.0	Q686	147
Venezuela, RB	98.0	99.0	Q717	148
Vietnam	98.0	98.0	Q881	149
West Bank and Gaza	99.0	99.0	Q407199	150
Zambia	93.0	92.0	Q953	151
Zimbabwe	88.0	93.0	Q954	152
