Country	Imports2010	Imports2019	ID	id_row
Gambia, The	26.0	44.0	Q1005	61
Georgia	50.0	63.0	Q230	62
Germany	37.0	41.0	Q183	63
Ghana	46.0	35.0	Q117	64
Greece	31.0	37.0	Q41	65
Greenland	76.0	45.0	Q223	66
Grenada	49.0	55.0	Q769	67
Guam	56.0	54.0	Q16635	68
Guatemala	36.0	28.0	Q774	69
Guinea	43.0	66.0	Q1006	70
Guinea-Bissau	35.0	34.0	Q1007	71
Guyana	62.0	46.0	Q734	72
Haiti	65.0	57.0	Q790	73
Honduras	64.0	56.0	Q783	74
Hungary	76.0	80.0	Q28	75
Iceland	42.0	41.0	Q189	76
India	27.0	21.0	Q668	77
Indonesia	22.0	19.0	Q252	78
Iran, Islamic Rep.	19.0	24.0	Q794	79
Iraq	34.0	39.0	Q796	80
Ireland	86.0	112.0	Q27	81
Israel	33.0	29.0	Q801	82
Italy	27.0	29.0	Q38	83
Jamaica	50.0	51.0	Q766	84
Japan	14.0	18.0	Q17	85
Jordan	68.0	50.0	Q810	86
Kazakhstan	30.0	28.0	Q232	87
Kenya	34.0	21.0	Q114	88
Kiribati	79.0	89.0	Q710	89
Korea, Rep.	44.0	37.0	Q884	90
Kosovo	55.0	56.0	Q1246	91
Kuwait	30.0	44.0	Q817	92
Kyrgyz Republic	82.0	66.0	Q813	93
Latvia	55.0	60.0	Q211	94
Lebanon	60.0	42.0	Q822	95
Lesotho	106.0	91.0	Q1013	96
Liberia	93.0	99.0	Q1014	97
Libya	42.0	53.0	Q1016	98
Lithuania	66.0	72.0	Q37	99
Luxembourg	142.0	173.0	Q32	100
Madagascar	36.0	33.0	Q1019	101
Malawi	35.0	36.0	Q1020	102
Malaysia	71.0	58.0	Q833	103
Maldives	65.0	69.0	Q826	104
Mali	35.0	34.0	Q912	105
Malta	154.0	120.0	Q233	106
Marshall Islands	110.0	85.0	Q709	107
Mauritania	48.0	52.0	Q1025	108
Mauritius	62.0	54.0	Q1027	109
Mexico	31.0	39.0	Q96	110
Micronesia, Fed. Sts.	82.0	65.0	Q702	111
Moldova	60.0	55.0	Q217	112
Mongolia	57.0	64.0	Q711	113
Montenegro	63.0	65.0	Q236	114
Morocco	43.0	48.0	Q1028	115
Mozambique	42.0	74.0	Q1029	116
Myanmar	15.0	30.0	Q836	117
Namibia	61.0	48.0	Q1030	118
Nepal	36.0	46.0	Q837	119
Netherlands	62.0	72.0	Q55	120
New Zealand	28.0	28.0	Q664	121
Nicaragua	60.0	50.0	Q811	122
Niger	36.0	28.0	Q1032	123
Nigeria	18.0	18.0	Q1033	124
North Macedonia	58.0	76.0	Q221	125
Northern Mariana Islands	51.0	55.0	Q16644	126
Norway	28.0	35.0	Q20	127
Oman	42.0	43.0	Q842	128
Pakistan	19.0	20.0	Q843	129
Palau	77.0	76.0	Q695	130
Panama	78.0	47.0	Q804	131
Paraguay	38.0	34.0	Q733	132
Peru	24.0	23.0	Q419	133
Philippines	33.0	40.0	Q928	134
Poland	42.0	50.0	Q36	135
Portugal	38.0	44.0	Q45	136
Puerto Rico	41.0	46.0	Q1183	137
Qatar	24.0	36.0	Q846	138
Romania	39.0	44.0	Q218	139
Russian Federation	21.0	21.0	Q159	140
Rwanda	28.0	35.0	Q1037	141
Samoa	52.0	53.0	Q683	142
Saudi Arabia	33.0	26.0	Q851	143
Senegal	32.0	38.0	Q1041	144
Serbia	44.0	61.0	Q403	145
Seychelles	108.0	86.0	Q1042	146
Sierra Leone	34.0	39.0	Q1044	147
Singapore	172.0	146.0	Q334	148
Sint Maarten (Dutch part)	104.0	101.0	Q26273	149
Slovak Republic	78.0	92.0	Q214	150
Slovenia	63.0	75.0	Q215	151
South Africa	27.0	29.0	Q258	152
Spain	27.0	32.0	Q29	153
Sri Lanka	27.0	29.0	Q854	154
St. Kitts and Nevis	48.0	59.0	Q763	155
Sudan	16.0	14.0	Q1049	156
Sweden	40.0	43.0	Q34	157
Switzerland	53.0	53.0	Q39	158
Tajikistan	59.0	41.0	Q863	159
Tanzania	28.0	17.0	Q924	160
Thailand	61.0	51.0	Q869	161
Timor-Leste	126.0	60.0	Q574	162
Togo	53.0	42.0	Q945	163
Tonga	60.0	76.0	Q678	164
Tunisia	55.0	61.0	Q948	165
Turkey	25.0	30.0	Q43	166
Turkmenistan	51.0	12.0	Q874	167
Uganda	25.0	27.0	Q1036	168
Ukraine	51.0	49.0	Q212	169
United Arab Emirates	62.0	68.0	Q878	170
United Kingdom	30.0	33.0	Q145	171
United States	16.0	15.0	Q30	172
Uruguay	25.0	19.0	Q77	173
Uzbekistan	20.0	42.0	Q265	174
Vietnam	80.0	104.0	Q881	175
Virgin Islands (U.S.)	285.0	79.0	Q11703	176
West Bank and Gaza	59.0	60.0	Q407199	177
Zambia	31.0	35.0	Q953	178
Zimbabwe	53.0	31.0	Q954	179
