Country	Imports2010	Imports2019	ID	id_row
Ukraine	26.0	22.0	Q212	171
United Kingdom	42.0	52.0	Q145	172
United States	37.0	40.0	Q30	173
Uruguay	22.0	41.0	Q77	174
Vanuatu	15.0	22.0	Q686	175
Venezuela, RB	46.0	47.0	Q717	176
West Bank and Gaza	15.0	19.0	Q407199	177
Yemen, Rep.	32.0	30.0	Q805	178
Zambia	28.0	15.0	Q953	179
Zimbabwe	36.0	33.0	Q954	180
