Country	Male	Female	ID	id_row
St. Lucia	84.0	88.0	Q760	125
St. Vincent and the Grenadines	88.0	96.0	Q757	126
Sudan	58.0	57.0	Q1049	127
Suriname	32.0	59.0	Q730	128
Sweden	114.0	105.0	Q34	129
Switzerland	95.0	98.0	Q39	130
Tajikistan	98.0	94.0	Q863	131
Tanzania	29.0	30.0	Q924	132
Thailand	77.0	85.0	Q869	133
Timor-Leste	85.0	97.0	Q574	134
Togo	55.0	41.0	Q945	135
Tunisia	68.0	87.0	Q948	136
Turkey	89.0	86.0	Q43	137
Tuvalu	53.0	70.0	Q672	138
Uganda	28.0	25.0	Q1036	139
United Kingdom	101.0	101.0	Q145	140
United States	107.0	103.0	Q30	141
Uzbekistan	97.0	95.0	Q265	142
Venezuela, RB	71.0	80.0	Q717	143
Vietnam	95.0	101.0	Q881	144
West Bank and Gaza	85.0	94.0	Q407199	145
Yemen, Rep.	61.0	45.0	Q805	146
