Country	imports2010	imports2019	ID	id_row
Samoa	54.0	49.5	Q683	119
Sao Tome and Principe	52.0	46.5	Q1039	120
Saudi Arabia	77.7	71.5	Q851	121
Senegal	44.4	50.4	Q1041	122
Seychelles	46.6	63.2	Q1042	123
Singapore	65.7	71.8	Q334	124
Slovak Republic	75.7	82.6	Q214	125
Slovenia	69.6	74.9	Q215	126
Solomon Islands	51.8	60.0	Q685	127
South Africa	65.1	63.1	Q258	128
Spain	65.3	67.2	Q29	129
Sri Lanka	64.5	66.6	Q854	130
St. Kitts and Nevis	73.6	71.1	Q763	131
St. Lucia	60.0	57.3	Q760	132
St. Vincent and the Grenadines	53.3	57.2	Q757	133
Suriname	63.6	49.0	Q730	134
Sweden	69.3	70.5	Q34	135
Switzerland	80.7	86.5	Q39	136
Tanzania	60.4	69.5	Q924	137
Thailand	70.0	69.8	Q869	138
Togo	66.8	64.3	Q945	139
Tunisia	72.3	70.4	Q948	140
Turkey	63.3	61.3	Q43	141
Uganda	65.1	63.0	Q1036	142
Ukraine	53.0	63.5	Q212	143
United Arab Emirates	79.5	81.2	Q878	144
United Kingdom	65.9	74.1	Q145	145
United States	70.1	78.2	Q30	146
Uruguay	67.1	68.6	Q77	147
Vietnam	72.9	76.8	Q881	148
Zambia	61.9	69.4	Q953	149
Zimbabwe	59.9	59.3	Q954	150
