Country	Male	Female	ID
Fiji	130.7	127.6	Q712
Finland	126.9	119.0	Q33
France	127.0	116.9	Q142
Gabon	130.4	125.5	Q1000
Gambia	132.0	131.0	Q1005
Georgia	134.3	127.5	Q230
Germany	126.3	116.8	Q183
Ghana	126.1	122.5	Q117
Greece	125.7	116.8	Q41
Grenada	132.1	126.8	Q769
Guatemala	125.0	119.9	Q774
Guinea	132.4	132.8	Q1006
Guinea-Bissau	130.6	128.3	Q1007
Guyana	127.4	124.0	Q734
Haiti	127.5	124.3	Q790
Honduras	126.7	120.9	Q783
Hungary	134.9	125.1	Q28
Iceland	125.1	115.7	Q189
India	127.3	124.3	Q668
Indonesia	128.0	125.9	Q252
Iran (Islamic Republic of)	123.0	118.2	Q794
Iraq	129.1	126.3	Q796
Ireland	128.7	118.3	Q27
Israel	124.1	116.6	Q801
Italy	127.7	119.6	Q38
Jamaica	126.5	123.4	Q766
Japan	125.6	116.8	Q17
Jordan	124.1	119.1	Q810
Kazakhstan	133.1	126.0	Q232
Kenya	129.8	128.5	Q114
Kiribati	129.5	122.4	Q710
Kuwait	127.5	120.5	Q817
Kyrgyzstan	131.7	126.8	Q813
Lao People's Democratic Republic	123.9	120.9	Q819
Latvia	135.7	125.0	Q211
Lebanon	129.7	120.3	Q822
Lesotho	126.7	129.6	Q1013
Liberia	130.7	129.2	Q1014
Libya	133.8	128.9	Q1016
Lithuania	137.3	127.1	Q37
Luxembourg	129.4	120.3	Q32
Madagascar	130.4	129.5	Q1019
Malawi	134.8	132.5	Q1020
Malaysia	130.3	126.3	Q833
Maldives	128.6	125.6	Q826
Mali	127.1	126.8	Q912
Malta	128.4	118.9	Q233
Marshall Islands	127.3	120.4	Q709
Mauritania	131.3	127.9	Q1025
Mauritius	130.4	126.5	Q1027
Mexico	127.5	123.1	Q96
Micronesia (Federated States of)	129.5	124.9	Q702
Mongolia	133.4	126.5	Q711
Montenegro	135.0	125.3	Q236
Morocco	127.7	124.4	Q1028
Mozambique	133.6	132.3	Q1029
Myanmar	126.2	123.1	Q836
Namibia	129.4	125.3	Q1030
Nauru	131.5	122.0	Q697
Nepal	127.8	125.0	Q837
Netherlands	128.6	120.4	Q55
New Zealand	126.1	116.9	Q664
Nicaragua	126.8	122.5	Q811
Niger	136.0	133.4	Q1032
Nigeria	125.1	121.8	Q1033
Niue	132.1	125.9	Q34020
Norway	131.0	121.5	Q20
Oman	131.8	122.6	Q842
Pakistan	129.0	127.3	Q843
Palau	136.7	130.6	Q695
Panama	127.9	121.7	Q804
Papua New Guinea	126.7	125.2	Q691
Paraguay	129.4	122.6	Q733
Peru	124.2	115.9	Q419
Philippines	125.7	120.0	Q928
Poland	134.1	123.3	Q36
Portugal	127.8	118.3	Q45
Qatar	127.4	118.7	Q846
Republic of Korea	117.5	111.2	Q884
Republic of Moldova	135.5	129.9	Q217
North Macedonia	134.2	125.8	Q221
Romania	135.5	126.1	Q218
Russian Federation	130.3	122.7	Q159
Rwanda	127.6	126.3	Q1037
Saint Kitts and Nevis	131.4	127.2	Q763
Saint Lucia	131.5	125.8	Q760
Saint Vincent and the Grenadines	128.9	122.9	Q757
Samoa	131.0	125.2	Q683
Sao Tome and Principe	134.0	131.4	Q1039
Saudi Arabia	126.2	119.4	Q851
Senegal	130.4	128.6	Q1041
Serbia	136.1	126.1	Q403
Seychelles	133.8	125.6	Q1042
Sierra Leone	131.3	130.2	Q1044
Singapore	122.1	115.7	Q334
Slovakia	132.4	120.1	Q214
Slovenia	137.5	127.0	Q215
Solomon Islands	123.7	125.0	Q685
Somalia	132.1	129.4	Q1045
South Africa	127.0	123.1	Q258
Spain	127.2	116.9	Q29
Sri Lanka	127.6	123.7	Q854
Sudan (former)	130.4	127.4	Q1049
Suriname	127.8	122.9	Q730
Sweden	127.0	117.7	Q34
Switzerland	125.7	115.3	Q39
Syrian Arab Republic	129.0	124.9	Q858
Tajikistan	130.6	127.3	Q863
Thailand	124.9	120.5	Q869
Timor-Leste	127.2	124.7	Q574
Togo	128.8	126.2	Q945
Tonga	132.4	128.4	Q678
Trinidad and Tobago	129.3	123.2	Q754
Tunisia	126.5	122.1	Q948
Turkey	119.7	118.0	Q43
Turkmenistan	129.6	127.4	Q874
Tuvalu	132.2	126.6	Q672
Uganda	128.6	126.1	Q1036
Ukraine	135.0	127.5	Q212
United Arab Emirates	126.3	118.6	Q878
United Kingdom of Great Britain and Northern Ireland	125.9	117.2	Q145
United Republic of Tanzania	131.8	131.2	Q924
United States of America	123.6	117.3	Q30
Uruguay	126.8	120.3	Q77
Uzbekistan	131.2	126.9	Q265
Vanuatu	132.3	130.7	Q686
Venezuela (Bolivarian Republic of)	124.6	118.5	Q717
Viet Nam	127.3	120.7	Q881
Yemen	129.1	126.4	Q805
Zambia	132.2	130.0	Q953
Zimbabwe	127.6	128.7	Q954
