Kenya	6.1	3.5	Q114
Kiribati	4.7	3.6	Q710
Korea, Dem. Peopleâ€™s Rep.	2.3	1.9	Q423
Korea, Rep.	1.6	1	Q884
Kosovo	3.9	2	Q1246
Kuwait	3	2.1	Q817
Kyrgyz Republic	3.6	3.3	Q813
Lao PDR	6.2	2.7	Q819
Latvia	2	1.6	Q211
Lebanon	3.4	2.1	Q822
Lesotho	4.7	3.1	Q1013
Liberia	6.5	4.3	Q1014
Libya	5	2.2	Q1016
Lithuania	2	1.6	Q37
Luxembourg	1.6	1.4	Q32
Madagascar	6.2	4.1	Q1019
Malawi	6.9	4.2	Q1020
Malaysia	3.6	2	Q833
Maldives	6	1.9	Q826
Mali	7.2	5.9	Q912
Malta	2	1.2	Q233
Mauritania	5.9	4.6	Q1025
Mauritius	2.3	1.4	Q1027
Mexico	3.5	2.1	Q96
Micronesia, Fed. Sts.	5	3.1	Q702
Moldova	2.4	1.3	Q217
Mongolia	4.1	2.9	Q711
Montenegro	2.1	1.7	Q236
Morocco	4	2.4	Q1028
Mozambique	6.2	4.9	Q1029
Myanmar	3.4	2.2	Q836
Namibia	5.2	3.4	Q1030
Nepal	5.2	1.9	Q837
Netherlands	1.6	1.6	Q55
New Caledonia	3.2	2	Q33788
New Zealand	2.2	1.7	Q664
Nicaragua	4.6	2.4	Q811
Niger	7.8	6.9	Q1032
Nigeria	6.5	5.4	Q1033
North Macedonia	2.2	1.5	Q221
Norway	1.9	1.6	Q20
Oman	7.2	2.9	Q842
Pakistan	6.2	3.5	Q843
Panama	3.1	2.5	Q804
Papua New Guinea	4.8	3.6	Q691
Paraguay	4.5	2.4	Q733
Peru	3.9	2.3	Q419
Philippines	4.3	2.6	Q928
Poland	2.1	1.5	Q36
Portugal	1.6	1.4	Q45
Puerto Rico	2.2	1	Q1183
Qatar	4	1.9	Q846
Romania	1.8	1.8	Q218
Russian Federation	1.9	1.6	Q159
Rwanda	7.2	4	Q1037
Samoa	5.1	3.9	Q683
Sao Tome and Principe	5.8	4.3	Q1039
Saudi Arabia	5.9	2.3	Q851
Senegal	6.4	4.6	Q1041
Serbia	1.8	1.5	Q403
Seychelles	2.7	2.4	Q1042
Sierra Leone	6.7	4.3	Q1044
Singapore	1.8	1.1	Q334
Slovak Republic	2.1	1.5	Q214
Slovenia	1.5	1.6	Q215
Solomon Islands	5.9	4.4	Q685
Somalia	7.4	6.1	Q1045
South Africa	4	2.4	Q258
South Sudan	6.8	4.7	Q958
Spain	1.4	1.3	Q29
Sri Lanka	2.5	2.2	Q854
St. Lucia	3.4	1.4	Q760
St. Martin (French part)	2.1	1.8	Q126125
St. Vincent and the Grenadines	3	1.9	Q757
Sudan	6.2	4.4	Q1049
Suriname	3.3	2.4	Q730
Sweden	2.1	1.8	Q34
Switzerland	1.6	1.5	Q39
Syrian Arab Republic	5.3	2.8	Q858
Tajikistan	5.2	3.6	Q863
Tanzania	6.2	4.9	Q924
Thailand	2.1	1.5	Q869
Timor-Leste	5.5	4	Q574
Togo	6.2	4.3	Q945
Tonga	4.6	3.6	Q678
Trinidad and Tobago	2.5	1.7	Q754
Tunisia	3.5	2.2	Q948
Turkey	3.1	2.1	Q43
Turkmenistan	4.3	2.8	Q874
Uganda	7.1	5	Q1036
Ukraine	1.8	1.3	Q212
United Arab Emirates	4.5	1.4	Q878
United Kingdom	1.8	1.7	Q145
United States	2.1	1.7	Q30
Uruguay	2.5	2	Q77
Uzbekistan	4.1	2.4	Q265
Vanuatu	4.9	3.8	Q686
Venezuela, RB	3.4	2.3	Q717
Vietnam	3.6	2	Q881
Virgin Islands (U.S.)	3	2.1	Q11703
West Bank and Gaza	6.7	3.6	Q407199
Yemen, Rep.	8.6	3.8	Q805
Zambia	6.4	4.6	Q953
Zimbabwe	4.9	3.6	Q954
