Week Ending Date,State,Observed Number,Upper Bound Threshold,Average Expected Count,Excess Lower Estimate,Excess Higher Estimate,Year,Total Excess Lower Estimate in 2020,Total Excess Higher Estimate in 2020,Percent Excess Lower Estimate,Percent Excess Higher Estimate
2020-08-08,Alaska,101,106,85,0,16,2020,13,192,0,0.2
2020-08-15,Alaska,72,108,86,0,0,2020,13,192,0,0
2020-08-22,Alaska,111,107,86,4,25,2020,13,192,0,0.3
2020-08-29,Alaska,90,107,86,0,4,2020,13,192,0,0
2020-09-05,Alaska,97,108,87,0,10,2020,13,192,0,0.1
2020-09-12,Alaska,74,108,87,0,0,2020,13,192,0,0
2020-09-19,Alaska,95,110,89,0,6,2020,13,192,0,0.1
2020-09-26,Alaska,97,112,91,0,6,2020,13,192,0,0.1
2020-10-03,Alaska,60,113,91,0,0,2020,13,192,0,0
2020-10-10,Alaska,92,112,91,0,1,2020,13,192,0,0
2020-10-17,Alaska,78,113,91,0,0,2020,13,192,0,0
2017-01-14,Arizona,1205,1367,1244,0,0,2017,6358,9455,0,0
2017-01-21,Arizona,1122,1387,1268,0,0,2017,6358,9455,0,0
2017-01-28,Arizona,1191,1407,1298,0,0,2017,6358,9455,0,0
2017-02-04,Arizona,1235,1410,1304,0,0,2017,6358,9455,0,0
2017-02-11,Arizona,1216,1413,1302,0,0,2017,6358,9455,0,0
2017-02-18,Arizona,1138,1390,1281,0,0,2017,6358,9455,0,0
2017-02-25,Arizona,1125,1376,1276,0,0,2017,6358,9455,0,0
2017-03-04,Arizona,1176,1379,1278,0,0,2017,6358,9455,0,0
2017-03-11,Arizona,1169,1362,1263,0,0,2017,6358,9455,0,0
2017-03-18,Arizona,1209,1353,1250,0,0,2017,6358,9455,0,0
2017-03-25,Arizona,1189,1327,1224,0,0,2017,6358,9455,0,0
2017-04-01,Arizona,1127,1308,1209,0,0,2017,6358,9455,0,0
2017-04-08,Arizona,1171,1309,1212,0,0,2017,6358,9455,0,0
2017-04-15,Arizona,1141,1295,1200,0,0,2017,6358,9455,0,0
2017-04-22,Arizona,1124,1281,1181,0,0,2017,6358,9455,0,0
2017-04-29,Arizona,1182,1270,1170,0,12,2017,6358,9455,0,0
2017-05-06,Arizona,1169,1253,1158,0,11,2017,6358,9455,0,0
2017-05-13,Arizona,1120,1236,1142,0,0,2017,6358,9455,0,0
2017-05-20,Arizona,1078,1226,1134,0,0,2017,6358,9455,0,0
2017-05-27,Arizona,1065,1228,1131,0,0,2017,6358,9455,0,0
2017-06-03,Arizona,1146,1218,1122,0,24,2017,6358,9455,0,0
2017-06-10,Arizona,1139,1205,1112,0,27,2017,6358,9455,0,0
2017-06-17,Arizona,1082,1211,1118,0,0,2017,6358,9455,0,0
2017-06-24,Arizona,1102,1202,1113,0,0,2017,6358,9455,0,0
2017-07-01,Arizona,1109,1187,1092,0,17,2017,6358,9455,0,0
2017-07-08,Arizona,1142,1175,1079,0,63,2017,6358,9455,0,0.1
2017-07-15,Arizona,1071,1173,1081,0,0,2017,6358,9455,0,0
2017-07-22,Arizona,1075,1166,1074,0,1,2017,6358,9455,0,0
2017-07-29,Arizona,1002,1156,1068,0,0,2017,6358,9455,0,0
2017-08-05,Arizona,1048,1163,1074,0,0,2017,6358,9455,0,0
2017-08-12,Arizona,1064,1165,1070,0,0,2017,6358,9455,0,0
2017-08-19,Arizona,975,1154,1062,0,0,2017,6358,9455,0,0
2017-08-26,Arizona,1002,1154,1064,0,0,2017,6358,9455,0,0
2017-09-02,Arizona,1054,1154,1060,0,0,2017,6358,9455,0,0
2017-09-09,Arizona,1072,1157,1067,0,5,2017,6358,9455,0,0
2017-09-16,Arizona,1062,1154,1061,0,1,2017,6358,9455,0,0
2017-09-23,Arizona,1036,1154,1063,0,0,2017,6358,9455,0,0
2017-09-30,Arizona,1007,1160,1070,0,0,2017,6358,9455,0,0
2017-10-07,Arizona,1056,1169,1076,0,0,2017,6358,9455,0,0
2017-10-14,Arizona,1065,1164,1066,0,0,2017,6358,9455,0,0
2017-10-21,Arizona,1056,1167,1069,0,0,2017,6358,9455,0,0
2017-10-28,Arizona,1032,1172,1079,0,0,2017,6358,9455,0,0
2017-11-04,Arizona,1085,1188,1093,0,0,2017,6358,9455,0,0
2017-11-11,Arizona,1034,1201,1106,0,0,2017,6358,9455,0,0
2017-11-18,Arizona,1145,1216,1121,0,24,2017,6358,9455,0,0
2017-11-25,Arizona,1112,1250,1151,0,0,2017,6358,9455,0,0
2017-12-02,Arizona,1133,1254,1154,0,0,2017,6358,9455,0,0
2017-12-09,Arizona,1092,1256,1157,0,0,2017,6358,9455,0,0
2017-12-16,Arizona,1155,1261,1165,0,0,2017,6358,9455,0,0
2017-12-23,Arizona,1336,1269,1174,67,162,2017,6358,9455,0.1,0.1
2017-12-30,Arizona,1429,1288,1187,141,242,2017,6358,9455,0.1,0.2
2018-01-06,Arizona,1532,1309,1209,223,323,2018,6358,9455,0.2,0.3
2018-01-13,Arizona,1514,1338,1239,176,275,2018,6358,9455,0.1,0.2
2018-01-20,Arizona,1379,1359,1260,20,119,2018,6358,9455,0,0.1
2018-01-27,Arizona,1363,1373,1278,0,85,2018,6358,9455,0,0.1
2018-02-03,Arizona,1375,1385,1283,0,92,2018,6358,9455,0,0.1
2018-02-10,Arizona,1309,1383,1284,0,25,2018,6358,9455,0,0
2018-02-17,Arizona,1228,1373,1277,0,0,2018,6358,9455,0,0
2018-02-24,Arizona,1172,1366,1270,0,0,2018,6358,9455,0,0
2018-03-03,Arizona,1272,1346,1252,0,20,2018,6358,9455,0,0
2018-03-10,Arizona,1282,1350,1253,0,29,2018,6358,9455,0,0
2018-03-17,Arizona,1196,1342,1246,0,0,2018,6358,9455,0,0
2018-03-24,Arizona,1232,1319,1227,0,5,2018,6358,9455,0,0
2018-03-31,Arizona,1195,1311,1217,0,0,2018,6358,9455,0,0
2018-04-07,Arizona,1247,1305,1210,0,37,2018,6358,9455,0,0
2018-04-14,Arizona,1179,1293,1200,0,0,2018,6358,9455,0,0
2018-04-21,Arizona,1161,1285,1193,0,0,2018,6358,9455,0,0
2018-04-28,Arizona,1145,1274,1183,0,0,2018,6358,9455,0,0
2018-05-05,Arizona,1157,1266,1175,0,0,2018,6358,9455,0,0
2018-05-12,Arizona,1141,1246,1154,0,0,2018,6358,9455,0,0
2018-05-19,Arizona,1030,1234,1143,0,0,2018,6358,9455,0,0
2018-05-26,Arizona,1063,1231,1142,0,0,2018,6358,9455,0,0
2018-06-02,Arizona,1033,1225,1135,0,0,2018,6358,9455,0,0
2018-06-09,Arizona,1086,1217,1127,0,0,2018,6358,9455,0,0
2018-06-16,Arizona,1154,1224,1132,0,22,2018,6358,9455,0,0
2018-06-23,Arizona,1065,1221,1130,0,0,2018,6358,9455,0,0
2018-06-30,Arizona,1105,1204,1115,0,0,2018,6358,9455,0,0
2018-07-07,Arizona,1079,1195,1106,0,0,2018,6358,9455,0,0
2018-07-14,Arizona,1042,1188,1098,0,0,2018,6358,9455,0,0
2018-07-21,Arizona,1121,1178,1089,0,32,2018,6358,9455,0,0
2018-07-28,Arizona,1090,1168,1080,0,10,2018,6358,9455,0,0
2018-08-04,Arizona,1097,1158,1071,0,26,2018,6358,9455,0,0
2018-08-11,Arizona,1042,1154,1069,0,0,2018,6358,9455,0,0
2018-08-18,Arizona,1015,1158,1070,0,0,2018,6358,9455,0,0
2018-08-25,Arizona,1082,1156,1064,0,18,2018,6358,9455,0,0
2018-09-01,Arizona,1070,1148,1060,0,10,2018,6358,9455,0,0
2018-09-08,Arizona,1046,1158,1070,0,0,2018,6358,9455,0,0
2018-09-15,Arizona,1070,1156,1070,0,0,2018,6358,9455,0,0
2018-09-22,Arizona,1065,1154,1068,0,0,2018,6358,9455,0,0
2018-09-29,Arizona,1073,1164,1073,0,0,2018,6358,9455,0,0
2018-10-06,Arizona,997,1174,1081,0,0,2018,6358,9455,0,0
2018-10-13,Arizona,1027,1176,1081,0,0,2018,6358,9455,0,0
2018-10-20,Arizona,1098,1180,1085,0,13,2018,6358,9455,0,0
2018-10-27,Arizona,1088,1193,1096,0,0,2018,6358,9455,0,0
2018-11-03,Arizona,1027,1200,1104,0,0,2018,6358,9455,0,0
2018-11-10,Arizona,1102,1235,1133,0,0,2018,6358,9455,0,0
2018-11-17,Arizona,1098,1262,1157,0,0,2018,6358,9455,0,0
2018-11-24,Arizona,1119,1293,1179,0,0,2018,6358,9455,0,0
2018-12-01,Arizona,1156,1306,1195,0,0,2018,6358,9455,0,0
2018-12-08,Arizona,1188,1296,1190,0,0,2018,6358,9455,0,0
2018-12-15,Arizona,1152,1311,1205,0,0,2018,6358,9455,0,0
2018-12-22,Arizona,1274,1324,1215,0,59,2018,6358,9455,0,0
2018-12-29,Arizona,1185,1351,1239,0,0,2018,6358,9455,0,0
2019-01-05,Arizona,1351,1405,1287,0,64,2019,6358,9455,0,0
2019-01-12,Arizona,1350,1416,1303,0,47,2019,6358,9455,0,0
2019-01-19,Arizona,1270,1432,1321,0,0,2019,6358,9455,0,0
2019-01-26,Arizona,1253,1435,1327,0,0,2019,6358,9455,0,0
2019-02-02,Arizona,1217,1433,1322,0,0,2019,6358,9455,0,0
2019-02-09,Arizona,1204,1433,1318,0,0,2019,6358,9455,0,0
2019-02-16,Arizona,1188,1427,1316,0,0,2019,6358,9455,0,0
2019-02-23,Arizona,1313,1411,1300,0,13,2019,6358,9455,0,0
2019-03-02,Arizona,1250,1397,1291,0,0,2019,6358,9455,0,0
2019-03-09,Arizona,1252,1391,1285,0,0,2019,6358,9455,0,0
2019-03-16,Arizona,1279,1396,1285,0,0,2019,6358,9455,0,0
2019-03-23,Arizona,1192,1379,1270,0,0,2019,6358,9455,0,0
2019-03-30,Arizona,1240,1346,1239,0,1,2019,6358,9455,0,0
2019-04-06,Arizona,1254,1329,1224,0,30,2019,6358,9455,0,0
2019-04-13,Arizona,1325,1312,1210,13,115,2019,6358,9455,0,0.1
2019-04-20,Arizona,1167,1313,1207,0,0,2019,6358,9455,0,0
2019-04-27,Arizona,1176,1290,1184,0,0,2019,6358,9455,0,0
2019-05-04,Arizona,1160,1277,1173,0,0,2019,6358,9455,0,0
2019-05-11,Arizona,1191,1254,1152,0,39,2019,6358,9455,0,0
2019-05-18,Arizona,1139,1239,1139,0,0,2019,6358,9455,0,0
2019-05-25,Arizona,1122,1245,1141,0,0,2019,6358,9455,0,0
2019-06-01,Arizona,1168,1235,1134,0,34,2019,6358,9455,0,0
2019-06-08,Arizona,1074,1235,1133,0,0,2019,6358,9455,0,0
2019-06-15,Arizona,1149,1241,1139,0,10,2019,6358,9455,0,0
2019-06-22,Arizona,1060,1239,1140,0,0,2019,6358,9455,0,0
2019-06-29,Arizona,1122,1237,1134,0,0,2019,6358,9455,0,0
2019-07-06,Arizona,1120,1227,1126,0,0,2019,6358,9455,0,0
2019-07-13,Arizona,1165,1221,1119,0,46,2019,6358,9455,0,0
2019-07-20,Arizona,1144,1205,1105,0,39,2019,6358,9455,0,0
2019-07-27,Arizona,1068,1191,1093,0,0,2019,6358,9455,0,0
2019-08-03,Arizona,1085,1192,1090,0,0,2019,6358,9455,0,0
2019-08-10,Arizona,1085,1185,1088,0,0,2019,6358,9455,0,0
2019-08-17,Arizona,1071,1175,1079,0,0,2019,6358,9455,0,0
2019-08-24,Arizona,1063,1175,1074,0,0,2019,6358,9455,0,0
2019-08-31,Arizona,1151,1167,1070,0,81,2019,6358,9455,0,0.1
2019-09-07,Arizona,1176,1186,1083,0,93,2019,6358,9455,0,0.1
2019-09-14,Arizona,1037,1180,1083,0,0,2019,6358,9455,0,0
2019-09-21,Arizona,1079,1169,1077,0,2,2019,6358,9455,0,0
2019-09-28,Arizona,1159,1173,1074,0,85,2019,6358,9455,0,0.1
2019-10-05,Arizona,1102,1182,1083,0,19,2019,6358,9455,0,0
2019-10-12,Arizona,1117,1180,1079,0,38,2019,6358,9455,0,0
2019-10-19,Arizona,1139,1185,1086,0,53,2019,6358,9455,0,0
2019-10-26,Arizona,1013,1201,1103,0,0,2019,6358,9455,0,0
2019-11-02,Arizona,1121,1208,1112,0,9,2019,6358,9455,0,0
2019-11-09,Arizona,1254,1233,1129,21,125,2019,6358,9455,0,0.1
2019-11-16,Arizona,1197,1253,1146,0,51,2019,6358,9455,0,0
2019-11-23,Arizona,1220,1264,1160,0,60,2019,6358,9455,0,0.1
2019-11-30,Arizona,1119,1280,1176,0,0,2019,6358,9455,0,0
2019-12-07,Arizona,1222,1296,1192,0,30,2019,6358,9455,0,0
2019-12-14,Arizona,1193,1297,1197,0,0,2019,6358,9455,0,0
2019-12-21,Arizona,1165,1334,1226,0,0,2019,6358,9455,0,0
2019-12-28,Arizona,1219,1361,1254,0,0,2019,6358,9455,0,0
2020-01-04,Arizona,1299,1386,1280,0,19,2020,6358,9455,0,0
2020-01-11,Arizona,1389,1416,1306,0,83,2020,6358,9455,0,0.1
2020-01-18,Arizona,1315,1417,1314,0,1,2020,6358,9455,0,0
2020-01-25,Arizona,1275,1423,1311,0,0,2020,6358,9455,0,0
2020-02-01,Arizona,1265,1413,1300,0,0,2020,6358,9455,0,0
2020-02-08,Arizona,1263,1401,1292,0,0,2020,6358,9455,0,0
2020-02-15,Arizona,1311,1403,1295,0,16,2020,6358,9455,0,0
2020-02-22,Arizona,1341,1399,1291,0,50,2020,6358,9455,0,0
2020-02-29,Arizona,1352,1408,1297,0,55,2020,6358,9455,0,0
2020-03-07,Arizona,1380,1411,1300,0,80,2020,6358,9455,0,0.1
2020-03-14,Arizona,1349,1410,1299,0,50,2020,6358,9455,0,0
2020-03-21,Arizona,1290,1405,1295,0,0,2020,6358,9455,0,0
2020-03-28,Arizona,1323,1390,1290,0,33,2020,6358,9455,0,0
2020-04-04,Arizona,1356,1374,1269,0,87,2020,6358,9455,0,0.1
2020-04-11,Arizona,1403,1361,1256,42,147,2020,6358,9455,0,0.1
2020-04-18,Arizona,1316,1346,1244,0,72,2020,6358,9455,0,0.1
2020-04-25,Arizona,1384,1330,1232,54,152,2020,6358,9455,0,0.1
2020-05-02,Arizona,1398,1298,1207,100,191,2020,6358,9455,0.1,0.2
2020-05-09,Arizona,1434,1295,1195,139,239,2020,6358,9455,0.1,0.2
2020-05-16,Arizona,1313,1280,1179,33,134,2020,6358,9455,0,0.1
2020-05-23,Arizona,1295,1266,1166,29,129,2020,6358,9455,0,0.1
2020-05-30,Arizona,1317,1258,1164,59,153,2020,6358,9455,0,0.1
2020-06-06,Arizona,1405,1243,1155,162,250,2020,6358,9455,0.1,0.2
2020-06-13,Arizona,1470,1259,1161,211,309,2020,6358,9455,0.2,0.3
2020-06-20,Arizona,1555,1269,1168,286,387,2020,6358,9455,0.2,0.3
2020-06-27,Arizona,1625,1268,1167,357,458,2020,6358,9455,0.3,0.4
2020-07-04,Arizona,1781,1254,1156,527,625,2020,6358,9455,0.4,0.5
2020-07-11,Arizona,1962,1250,1160,712,802,2020,6358,9455,0.6,0.7
2020-07-18,Arizona,2000,1253,1154,747,846,2020,6358,9455,0.6,0.7
2020-07-25,Arizona,1864,1245,1144,619,720,2020,6358,9455,0.5,0.6
2020-08-01,Arizona,1796,1233,1133,563,663,2020,6358,9455,0.5,0.6
2020-08-08,Arizona,1593,1215,1119,378,474,2020,6358,9455,0.3,0.4
2020-08-15,Arizona,1535,1206,1117,329,418,2020,6358,9455,0.3,0.4
2020-08-22,Arizona,1512,1224,1123,288,389,2020,6358,9455,0.2,0.3
2020-08-29,Arizona,1480,1229,1124,251,356,2020,6358,9455,0.2,0.3
2020-09-05,Arizona,1308,1228,1126,80,182,2020,6358,9455,0.1,0.2
2020-09-12,Arizona,1293,1229,1130,64,163,2020,6358,9455,0.1,0.1
2020-09-19,Arizona,1275,1222,1128,53,147,2020,6358,9455,0,0.1
2020-09-26,Arizona,1297,1219,1120,78,177,2020,6358,9455,0.1,0.2
2020-10-03,Arizona,1226,1232,1125,0,101,2020,6358,9455,0,0.1
2020-10-10,Arizona,1320,1231,1125,89,195,2020,6358,9455,0.1,0.2
2020-10-17,Arizona,1326,1218,1120,108,206,2020,6358,9455,0.1,0.2
2017-01-14,Arkansas,658,718,645,0,13,2017,1560,3024,0,0
2017-01-21,Arkansas,657,742,668,0,0,2017,1560,3024,0,0
2017-01-28,Arkansas,579,733,663,0,0,2017,1560,3024,0,0
2017-02-04,Arkansas,614,727,659,0,0,2017,1560,3024,0,0
2017-02-11,Arkansas,626,726,660,0,0,2017,1560,3024,0,0
2017-02-18,Arkansas,648,715,649,0,0,2017,1560,3024,0,0
2017-02-25,Arkansas,657,705,643,0,14,2017,1560,3024,0,0
2017-03-04,Arkansas,662,701,637,0,25,2017,1560,3024,0,0
2017-03-11,Arkansas,635,688,625,0,10,2017,1560,3024,0,0
2017-03-18,Arkansas,643,687,624,0,19,2017,1560,3024,0,0
2017-03-25,Arkansas,636,681,618,0,18,2017,1560,3024,0,0
2017-04-01,Arkansas,640,669,610,0,30,2017,1560,3024,0,0
2017-04-08,Arkansas,609,669,607,0,2,2017,1560,3024,0,0
2017-04-15,Arkansas,634,670,608,0,26,2017,1560,3024,0,0
2017-04-22,Arkansas,604,663,601,0,3,2017,1560,3024,0,0
2017-04-29,Arkansas,607,659,597,0,10,2017,1560,3024,0,0
2017-05-06,Arkansas,590,652,595,0,0,2017,1560,3024,0,0
2017-05-13,Arkansas,600,652,592,0,8,2017,1560,3024,0,0
2017-05-20,Arkansas,608,648,587,0,21,2017,1560,3024,0,0
2017-05-27,Arkansas,568,645,584,0,0,2017,1560,3024,0,0
2017-06-03,Arkansas,569,644,582,0,0,2017,1560,3024,0,0
2017-06-10,Arkansas,565,632,575,0,0,2017,1560,3024,0,0
2017-06-17,Arkansas,601,635,576,0,25,2017,1560,3024,0,0
2017-06-24,Arkansas,604,634,573,0,31,2017,1560,3024,0,0.1
2017-07-01,Arkansas,582,631,570,0,12,2017,1560,3024,0,0
2017-07-08,Arkansas,605,637,575,0,30,2017,1560,3024,0,0.1
2017-07-15,Arkansas,583,632,573,0,10,2017,1560,3024,0,0
2017-07-22,Arkansas,565,637,576,0,0,2017,1560,3024,0,0
2017-07-29,Arkansas,582,640,578,0,4,2017,1560,3024,0,0
2017-08-05,Arkansas,526,635,575,0,0,2017,1560,3024,0,0
2017-08-12,Arkansas,589,627,568,0,21,2017,1560,3024,0,0
2017-08-19,Arkansas,571,627,571,0,0,2017,1560,3024,0,0
2017-08-26,Arkansas,559,629,570,0,0,2017,1560,3024,0,0
2017-09-02,Arkansas,550,624,564,0,0,2017,1560,3024,0,0
2017-09-09,Arkansas,583,623,564,0,19,2017,1560,3024,0,0
2017-09-16,Arkansas,611,628,567,0,44,2017,1560,3024,0,0.1
2017-09-23,Arkansas,577,626,570,0,7,2017,1560,3024,0,0
2017-09-30,Arkansas,614,631,572,0,42,2017,1560,3024,0,0.1
2017-10-07,Arkansas,563,636,576,0,0,2017,1560,3024,0,0
2017-10-14,Arkansas,536,653,589,0,0,2017,1560,3024,0,0
2017-10-21,Arkansas,565,654,592,0,0,2017,1560,3024,0,0
2017-10-28,Arkansas,609,666,602,0,7,2017,1560,3024,0,0
2017-11-04,Arkansas,609,668,606,0,3,2017,1560,3024,0,0
2017-11-11,Arkansas,589,679,615,0,0,2017,1560,3024,0,0
2017-11-18,Arkansas,624,677,612,0,12,2017,1560,3024,0,0
2017-11-25,Arkansas,606,686,619,0,0,2017,1560,3024,0,0
2017-12-02,Arkansas,615,681,617,0,0,2017,1560,3024,0,0
2017-12-09,Arkansas,700,700,635,0,65,2017,1560,3024,0,0.1
2017-12-16,Arkansas,711,700,635,11,76,2017,1560,3024,0,0.1
2017-12-23,Arkansas,696,715,649,0,47,2017,1560,3024,0,0.1
2017-12-30,Arkansas,733,722,655,11,78,2017,1560,3024,0,0.1
2018-01-06,Arkansas,734,724,657,10,77,2018,1560,3024,0,0.1
2018-01-13,Arkansas,763,728,662,35,101,2018,1560,3024,0,0.2
2018-01-20,Arkansas,761,733,668,28,93,2018,1560,3024,0,0.1
2018-01-27,Arkansas,736,735,669,1,67,2018,1560,3024,0,0.1
2018-02-03,Arkansas,667,730,666,0,1,2018,1560,3024,0,0
2018-02-10,Arkansas,680,729,665,0,15,2018,1560,3024,0,0
2018-02-17,Arkansas,674,732,668,0,6,2018,1560,3024,0,0
2018-02-24,Arkansas,671,731,668,0,3,2018,1560,3024,0,0
2018-03-03,Arkansas,611,732,668,0,0,2018,1560,3024,0,0
2018-03-10,Arkansas,652,719,656,0,0,2018,1560,3024,0,0
2018-03-17,Arkansas,583,715,652,0,0,2018,1560,3024,0,0
2018-03-24,Arkansas,578,707,644,0,0,2018,1560,3024,0,0
2018-03-31,Arkansas,592,701,639,0,0,2018,1560,3024,0,0
2018-04-07,Arkansas,576,692,632,0,0,2018,1560,3024,0,0
2018-04-14,Arkansas,619,691,630,0,0,2018,1560,3024,0,0
2018-04-21,Arkansas,541,681,621,0,0,2018,1560,3024,0,0
2018-04-28,Arkansas,580,678,616,0,0,2018,1560,3024,0,0
2018-05-05,Arkansas,625,671,611,0,14,2018,1560,3024,0,0
2018-05-12,Arkansas,627,666,607,0,20,2018,1560,3024,0,0
2018-05-19,Arkansas,575,667,607,0,0,2018,1560,3024,0,0
2018-05-26,Arkansas,582,661,602,0,0,2018,1560,3024,0,0
2018-06-02,Arkansas,608,659,599,0,9,2018,1560,3024,0,0
2018-06-09,Arkansas,573,653,593,0,0,2018,1560,3024,0,0
2018-06-16,Arkansas,603,651,589,0,14,2018,1560,3024,0,0
2018-06-23,Arkansas,547,653,594,0,0,2018,1560,3024,0,0
2018-06-30,Arkansas,570,650,592,0,0,2018,1560,3024,0,0
2018-07-07,Arkansas,568,651,592,0,0,2018,1560,3024,0,0
2018-07-14,Arkansas,586,650,591,0,0,2018,1560,3024,0,0
2018-07-21,Arkansas,595,646,587,0,8,2018,1560,3024,0,0
2018-07-28,Arkansas,534,645,585,0,0,2018,1560,3024,0,0
2018-08-04,Arkansas,548,639,582,0,0,2018,1560,3024,0,0
2018-08-11,Arkansas,556,642,581,0,0,2018,1560,3024,0,0
2018-08-18,Arkansas,561,635,577,0,0,2018,1560,3024,0,0
2018-08-25,Arkansas,561,641,583,0,0,2018,1560,3024,0,0
2018-09-01,Arkansas,568,642,583,0,0,2018,1560,3024,0,0
2018-09-08,Arkansas,577,637,579,0,0,2018,1560,3024,0,0
2018-09-15,Arkansas,597,637,578,0,19,2018,1560,3024,0,0
2018-09-22,Arkansas,586,645,585,0,1,2018,1560,3024,0,0
2018-09-29,Arkansas,554,642,582,0,0,2018,1560,3024,0,0
2018-10-06,Arkansas,559,640,583,0,0,2018,1560,3024,0,0
2018-10-13,Arkansas,565,655,594,0,0,2018,1560,3024,0,0
2018-10-20,Arkansas,577,672,606,0,0,2018,1560,3024,0,0
2018-10-27,Arkansas,654,677,611,0,43,2018,1560,3024,0,0.1
2018-11-03,Arkansas,615,690,621,0,0,2018,1560,3024,0,0
2018-11-10,Arkansas,583,704,637,0,0,2018,1560,3024,0,0
2018-11-17,Arkansas,639,706,639,0,0,2018,1560,3024,0,0
2018-11-24,Arkansas,632,714,645,0,0,2018,1560,3024,0,0
2018-12-01,Arkansas,635,730,661,0,0,2018,1560,3024,0,0
2018-12-08,Arkansas,602,737,668,0,0,2018,1560,3024,0,0
2018-12-15,Arkansas,661,747,678,0,0,2018,1560,3024,0,0
2018-12-22,Arkansas,652,756,687,0,0,2018,1560,3024,0,0
2018-12-29,Arkansas,668,766,694,0,0,2018,1560,3024,0,0
2019-01-05,Arkansas,692,767,693,0,0,2019,1560,3024,0,0
2019-01-12,Arkansas,601,766,693,0,0,2019,1560,3024,0,0
2019-01-19,Arkansas,661,761,690,0,0,2019,1560,3024,0,0
2019-01-26,Arkansas,650,764,693,0,0,2019,1560,3024,0,0
2019-02-02,Arkansas,671,758,685,0,0,2019,1560,3024,0,0
2019-02-09,Arkansas,665,748,675,0,0,2019,1560,3024,0,0
2019-02-16,Arkansas,695,749,676,0,19,2019,1560,3024,0,0
2019-02-23,Arkansas,723,739,672,0,51,2019,1560,3024,0,0.1
2019-03-02,Arkansas,643,730,665,0,0,2019,1560,3024,0,0
2019-03-09,Arkansas,686,723,656,0,30,2019,1560,3024,0,0
2019-03-16,Arkansas,703,720,652,0,51,2019,1560,3024,0,0.1
2019-03-23,Arkansas,671,714,646,0,25,2019,1560,3024,0,0
2019-03-30,Arkansas,660,703,640,0,20,2019,1560,3024,0,0
2019-04-06,Arkansas,645,692,630,0,15,2019,1560,3024,0,0
2019-04-13,Arkansas,645,692,628,0,17,2019,1560,3024,0,0
2019-04-20,Arkansas,616,689,624,0,0,2019,1560,3024,0,0
2019-04-27,Arkansas,586,689,624,0,0,2019,1560,3024,0,0
2019-05-04,Arkansas,588,678,617,0,0,2019,1560,3024,0,0
2019-05-11,Arkansas,567,676,614,0,0,2019,1560,3024,0,0
2019-05-18,Arkansas,607,681,616,0,0,2019,1560,3024,0,0
2019-05-25,Arkansas,630,680,615,0,15,2019,1560,3024,0,0
2019-06-01,Arkansas,565,675,610,0,0,2019,1560,3024,0,0
2019-06-08,Arkansas,573,665,603,0,0,2019,1560,3024,0,0
2019-06-15,Arkansas,635,663,602,0,33,2019,1560,3024,0,0.1
2019-06-22,Arkansas,554,666,603,0,0,2019,1560,3024,0,0
2019-06-29,Arkansas,564,669,605,0,0,2019,1560,3024,0,0
2019-07-06,Arkansas,582,667,603,0,0,2019,1560,3024,0,0
2019-07-13,Arkansas,580,660,599,0,0,2019,1560,3024,0,0
2019-07-20,Arkansas,580,650,590,0,0,2019,1560,3024,0,0
2019-07-27,Arkansas,539,652,588,0,0,2019,1560,3024,0,0
2019-08-03,Arkansas,557,652,588,0,0,2019,1560,3024,0,0
2019-08-10,Arkansas,592,654,589,0,3,2019,1560,3024,0,0
2019-08-17,Arkansas,574,645,584,0,0,2019,1560,3024,0,0
2019-08-24,Arkansas,587,653,594,0,0,2019,1560,3024,0,0
2019-08-31,Arkansas,557,663,600,0,0,2019,1560,3024,0,0
2019-09-07,Arkansas,528,667,601,0,0,2019,1560,3024,0,0
2019-09-14,Arkansas,638,664,599,0,39,2019,1560,3024,0,0.1
2019-09-21,Arkansas,601,661,598,0,3,2019,1560,3024,0,0
2019-09-28,Arkansas,598,654,592,0,6,2019,1560,3024,0,0
2019-10-05,Arkansas,564,646,586,0,0,2019,1560,3024,0,0
2019-10-12,Arkansas,590,657,597,0,0,2019,1560,3024,0,0
2019-10-19,Arkansas,610,677,612,0,0,2019,1560,3024,0,0
2019-10-26,Arkansas,618,676,613,0,5,2019,1560,3024,0,0
2019-11-02,Arkansas,595,690,625,0,0,2019,1560,3024,0,0
2019-11-09,Arkansas,632,699,635,0,0,2019,1560,3024,0,0
2019-11-16,Arkansas,671,699,636,0,35,2019,1560,3024,0,0.1
2019-11-23,Arkansas,643,702,641,0,2,2019,1560,3024,0,0
2019-11-30,Arkansas,664,724,659,0,5,2019,1560,3024,0,0
2019-12-07,Arkansas,617,735,667,0,0,2019,1560,3024,0,0
2019-12-14,Arkansas,660,745,679,0,0,2019,1560,3024,0,0
2019-12-21,Arkansas,613,756,689,0,0,2019,1560,3024,0,0
2019-12-28,Arkansas,706,759,693,0,13,2019,1560,3024,0,0
2020-01-04,Arkansas,672,755,688,0,0,2020,1560,3024,0,0
2020-01-11,Arkansas,685,752,684,0,1,2020,1560,3024,0,0
2020-01-18,Arkansas,658,739,675,0,0,2020,1560,3024,0,0
2020-01-25,Arkansas,616,730,668,0,0,2020,1560,3024,0,0
2020-02-01,Arkansas,681,737,673,0,8,2020,1560,3024,0,0
2020-02-08,Arkansas,672,734,669,0,3,2020,1560,3024,0,0
2020-02-15,Arkansas,688,736,670,0,18,2020,1560,3024,0,0
